,0.5,1.0,1.5,2.0,2.5,3.0
0.5,0.10258,0.20173000000000002,0.29972,0.39699,0.49375,0.5901200000000001
0.6,0.095806,0.18816,0.27932,0.36973,0.45961,0.54908
0.7,0.09036799999999999,0.17732000000000003,0.26306,0.34805,0.43250000000000005,0.51652
0.8,0.085769,0.16824,0.24952000000000002,0.33005,0.41003,0.48958000000000007
0.9,0.0817,0.16032000000000002,0.23779,0.31453000000000003,0.39073,0.46651
1.0,0.077945,0.15316000000000002,0.22729,0.30072000000000004,0.37364,0.44615000000000005
1.1,0.074353,0.14648000000000003,0.21761,0.28808,0.35808,0.42769000000000007
1.2,0.070869,0.14009000000000002,0.20846,0.27625000000000005,0.3436,0.41059
1.3,0.065399,0.13061,0.19553,0.26016,0.32451,0.38861
1.4,0.058848000000000004,0.11788000000000001,0.17697000000000002,0.23607999999999998,0.29522,0.35436
1.5,0.054425,0.10887000000000001,0.16333,0.21783000000000002,0.27236,0.32691000000000003
1.6,0.0512,0.10239000000000001,0.15358000000000002,0.20477,0.25596,0.30715000000000003
1.7,0.048737,0.097427,0.14611000000000002,0.19479000000000002,0.24347,0.29215
1.8,0.046852000000000005,0.09358599999999999,0.1403,0.18701,0.23371,0.28041
1.9,0.045427,0.090627,0.13579000000000002,0.18093,0.22605,0.27117
2.0,0.044378,0.08838900000000001,0.13233,0.17623,0.22010000000000002,0.26396000000000003
2.1,0.043643,0.086756,0.12975,0.17268,0.21557,0.25844
2.2,0.043173,0.085639,0.12793000000000002,0.17013,0.21227000000000001,0.25436000000000003
2.3,0.04293,0.08497500000000001,0.12678,0.16846000000000003,0.21005,0.25158
2.4,0.042873,0.084696,0.12622,0.16757,0.2088,0.24995
2.5,0.042962,0.08473499999999999,0.12614,0.16734000000000002,0.20839,0.24933000000000002
2.6,0.04316,0.085017,0.12646,0.16765000000000002,0.20867000000000002,0.24956
2.7,0.043427,0.08547700000000001,0.12707,0.16837000000000002,0.20948000000000003,0.25044
2.8,0.043739,0.086046,0.12786,0.16938,0.21067999999999998,0.25181000000000003
2.9,0.044078,0.086684,0.12878,0.17056000000000002,0.21211000000000002,0.25349
3.0,0.044436,0.087366,0.12977000000000002,0.17185,0.2137,0.25535
3.1,0.044805000000000005,0.088078,0.13082000000000002,0.17322,0.21538000000000002,0.25735
3.2,0.045182,0.088811,0.1319,0.17464000000000002,0.21713000000000002,0.25943
3.3,0.045564,0.089557,0.133,0.17609,0.21892999999999999,0.26157
3.4,0.045949000000000004,0.09031,0.13411,0.17756000000000002,0.22075999999999998,0.26375000000000004
3.5,0.046335,0.091068,0.13524,0.17905000000000001,0.22261000000000003,0.26596000000000003
3.6,0.046719000000000004,0.091826,0.13637,0.18055000000000002,0.22447,0.26818000000000003
3.7,0.047103000000000006,0.092584,0.13749,0.18204,0.22633000000000003,0.27041
3.8,0.047484000000000005,0.093338,0.13862000000000002,0.18354,0.22819,0.27264
3.9,0.047862,0.09408799999999999,0.13974,0.18502000000000002,0.23005,0.27486000000000005
4.0,0.048236999999999995,0.094833,0.14085,0.18651,0.23189000000000004,0.27707000000000004
4.1,0.048609,0.095572,0.14196,0.18798,0.23373,0.27928000000000003
4.2,0.04897700000000001,0.096305,0.14305,0.18944000000000003,0.23556,0.28146
4.3,0.049342,0.09703200000000001,0.14414000000000002,0.19089,0.23737,0.28364
4.4,0.049703,0.097752,0.14522,0.19233,0.23917000000000002,0.2858
4.5,0.05006,0.09846500000000001,0.14629,0.19375,0.24095,0.28794000000000003
4.6,0.050413,0.099172,0.14735,0.19517,0.24272000000000002,0.29007
4.7,0.050763,0.099872,0.1484,0.19657000000000002,0.24448,0.29218000000000005
4.8,0.051109,0.10057,0.14945,0.19797,0.24622000000000002,0.29427
4.9,0.051451000000000004,0.10125,0.15048,0.19935000000000003,0.24795,0.29635
5.0,0.05179,0.10193000000000002,0.1515,0.20072,0.24967000000000003,0.29842
