,1.0,2.0,3.0
0.5,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0
2.0,0.0,0.0,0.0
2.5,0.0,1e-05,1e-05
3.0,0.0,1e-05,1e-05
3.5,0.0,1e-05,1e-05
4.0,0.0,1e-05,1e-05
4.5,0.0,1e-05,1e-05
5.0,0.0,0.0,1e-05
