,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
0.7000000000000001,3025323.568153106,5000000.0,10665563.743463485,2.825866924167252,1.9763950072241818,0.013339163859475478,2.3747368528519013e-05,0.9417940632951332,0.6618839754579939,0.10391184161549702,333.2205225875169,0.004290553574365667,0.044,100051.37561369411,1.5058171546573542,1220.820045128581,3.000641162621716,6874.288544784774,4817.928112674679
0.71,3025227.0061884746,5000000.0,10618137.94280361,2.8259360172953705,2.0046540219042255,0.013315416788315777,2.374816882624234e-05,0.9416883154623987,0.6713013873484523,0.1039670372075778,332.8749448846029,0.004287794238286912,0.044,100048.90672243516,1.5058127675335466,1220.7929426014045,3.0010515096660293,6874.049104693806,4886.669275060205
0.72,3025130.4858873077,5000000.0,10570718.943545213,2.8260050789499163,2.032913727465177,0.013291669136583886,2.3748529972640656e-05,0.9415826303497109,0.6807177419763086,0.10402223555943818,332.52989147497027,0.004285038002236675,0.044,100046.43882386904,1.5058083818742853,1220.7658462405013,3.0014617155191017,6873.809767236003,4955.4090951106655
0.73,3025034.007240851,5000000.0,10523304.99352639,2.826074109139282,2.0611741233783474,0.01326792090472408,2.3749329795095793e-05,0.9414770078825154,0.6901330401642027,0.10407743667121616,332.1853613007922,0.004282284861157048,0.044,100043.9719136739,1.5058039976711781,1220.7387560645689,3.0018717802980897,6873.570532351699,5024.1454707467865
0.74,3024937.5702405614,5000000.0,10475897.846956182,2.826143107871715,2.0894352095431064,0.013244172092820921,2.3749690358840856e-05,0.9413714479863553,0.699547282342529,0.10413264054304971,331.84135330689264,0.004279534810000815,0.044,100041.50598754652,1.505799614915875,1220.7116720924064,3.0022817041199277,6873.3313999819065,5092.880506099415
0.75,3024841.174878089,5000000.0,10428495.751766482,2.826212075155318,2.117696985430959,0.013220422701318525,2.3750489706273543e-05,0.9412659505868659,0.7089604693321901,0.10418784717507687,331.49786644073686,0.004276787843731396,0.044,100039.04104120104,1.505795233600056,1220.684594342906,3.0026914871013317,6873.092370068217,5161.612099087897
0.76,3024744.8211452863,5000000.0,10381100.462070487,2.826281010998048,2.14595945094141,0.01319667273030134,2.3750849687675096e-05,0.9411605156097803,0.7183726015623411,0.10424305656743563,331.1548996524253,0.004274043957322849,0.044,100036.57707036908,1.505790853715437,1220.6575228350566,3.0031011293587992,6872.853442552852,5230.342353842107
0.77,3024648.509034204,5000000.0,10333710.225894451,2.826349915407721,2.1742226055461495,0.013172922180213324,2.3751648560325667e-05,0.9410551429809249,0.7277836798521514,0.104298268720264,330.8124518946845,0.004271303145759823,0.044,100034.11407079987,1.5057864752537635,1220.6304575879412,3.00351063100861,6872.6146173786265,5299.069168280043
0.78,3024552.2385370834,5000000.0,10286326.797255222,2.826418788392014,2.2024864491448133,0.013149171051138817,2.3752007959681507e-05,0.9409498326262226,0.73719370462954,0.1043534836337,330.4705221228607,0.004268565404037546,0.044,100031.65203825978,1.5057820982068166,1220.6033986207349,3.0039199921668267,6872.375894488954,5367.794646530628
0.79,3024456.0096463664,5000000.0,10238948.424273929,2.826487629958463,2.2307509812092703,0.013125419343521625,2.3752806357780216e-05,0.9408445844716907,0.746602676711948,0.10440870130788169,330.12910929491073,0.004265830727161785,0.044,100029.19096853187,1.5057777225664035,1220.576345952704,3.004329212949294,6872.1372738278305,5436.5166865105375
0.8,3024359.8223546767,5000000.0,10191576.860870557,2.826556440114468,2.2590162016392807,0.013101667057445986,2.3753165175378445e-05,0.9407393984434427,0.7560105965260615,0.10446392174294708,329.78821237139556,0.004263099110148831,0.044,100026.73085741713,1.505773348324376,1220.5492996032042,3.004738293471645,6871.898755339871,5505.23739234776
0.81,3024263.6766548357,5000000.0,10144210.35526166,2.8266252188672922,2.287282109906888,0.01307791419335556,2.3753963099149196e-05,0.9406342744676871,0.765417464887597,0.10451914493903422,329.447830315472,0.00426037054802547,0.044,100024.27170073196,1.5057689754725985,1220.5222595916805,3.0051472338492955,6871.660338970205,5573.954661957682
0.8200000000000001,3024167.5725398446,5000000.0,10096850.661269829,2.8266939662240653,2.315548705911973,0.01305416075133448,2.3754321335268212e-05,0.9405292124707284,0.7748232822220112,0.10457437089628117,329.10796209288503,0.004257645035828951,0.044,100021.81349431108,1.5057646040029877,1220.495225937664,3.0055560341974488,6871.422024664614,5642.6705994673775
0.8300000000000001,3024071.510002895,5000000.0,10049496.027207572,2.826762682191782,2.343815989126745,0.013030406731826268,2.3755118784923726e-05,0.9404242123789661,0.7842280493433009,0.10462959961482599,328.7686066719607,0.004254922568606967,0.044,100019.35623400408,1.5057602339074754,1220.4681986607725,3.0059646946310967,6871.183812369388,5711.383102790964
