time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],"Fuel Port Diameter [,]",Oxidizer Mass Flux [kg/m^3],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
t,Pc,Pt,mox,Mox,Vox,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
5.2,1194559.878,2054713.08,0.810781254,6.390335428,0.00462997,0.284495667,1.978685672,0.09823901,106.9660259,0.002121056,0.0377,43892.33664,1.676919072,1216.179865,2.851159144,2825.473121,21229.74252
5.21,1193524.856,2052049.996,0.810013599,6.398439507,0.00462316,0.284290502,1.981529618,0.098293922,106.7453827,0.002118342,0.0377,43854.22791,1.676918721,1216.207925,2.850513755,2823.02441,21257.98035
5.22,1192492.335,2049395.267,0.809247802,6.406535706,0.004616357,0.284085751,1.984371483,0.098348837,106.5254041,0.002115634,0.0377,43816.2156,1.67691839,1216.235898,2.849869988,2820.581649,21286.20303
5.23,1191462.165,2046748.197,0.808483967,6.41462447,0.004609559,0.283881436,1.987211335,0.098403754,106.3061021,0.002112933,0.0377,43778.29389,1.676918077,1216.263794,2.849227685,2818.144479,21314.392
5.24,1190434.477,2044109.405,0.807721975,6.422705391,0.004602769,0.283677531,1.990049113,0.098458675,106.0874589,0.002110238,0.0377,43740.4675,1.676917782,1216.291606,2.848586991,2815.713212,21342.56594
5.25,1189409.122,2041478.202,0.806961928,6.430778916,0.004595984,0.28347406,1.992884887,0.098513597,105.8694865,0.002107548,0.0377,43702.73069,1.676917504,1216.319342,2.84794775,2813.287492,21370.70628
5.26,1188386.231,2038855.199,0.806203709,6.438844636,0.004589206,0.283270996,1.995718596,0.098568523,105.6521675,0.002104865,0.0377,43665.08813,1.676917242,1216.346996,2.847310105,2810.867628,21398.83171
5.27,1187365.656,2036239.714,0.805447419,6.446902997,0.004582434,0.283068361,1.998550308,0.098623452,105.4355135,0.002102188,0.0377,43627.53412,1.676916995,1216.374577,2.846673901,2808.453268,21426.92365
5.28,1186347.528,2033632.354,0.804692942,6.45495359,0.004575669,0.282866132,2.001379964,0.098678383,105.2195074,0.002099517,0.0377,43590.07332,1.676916763,1216.402078,2.846039282,2806.044719,21455.00079
5.29,1185331.698,2031032.442,0.803940378,6.462996862,0.00456891,0.282664329,2.004207632,0.098733317,105.0041607,0.002096852,0.0377,43552.70006,1.676916544,1216.429507,2.845406092,2803.64163,21483.04456
5.3,1184318.295,2028440.582,0.803189611,6.471032404,0.004562158,0.282462927,2.007033252,0.098788253,104.7894564,0.002094192,0.0377,43515.41896,1.676916338,1216.456859,2.844774474,2801.244306,21511.07364
5.31,1183307.175,2025856.099,0.802440743,6.47906066,0.004555411,0.282261949,2.009856892,0.098843193,104.575406,0.002091539,0.0377,43478.22443,1.676916144,1216.484141,2.844144276,2798.852399,21539.06947
5.32,1182298.464,2023279.595,0.801693657,6.487081225,0.004548671,0.28206137,2.012678493,0.098898135,104.3619927,0.002088892,0.0377,43441.12104,1.676915962,1216.511347,2.843515637,2796.466212,21567.05071
5.33,1181292.018,2020710.4,0.800948454,6.49509454,0.004541937,0.281861211,2.015498121,0.09895308,104.1492278,0.00208625,0.0377,43404.10323,1.67691579,1216.538485,2.842888406,2794.0854,21594.99881
5.34,1180287.964,2018149.111,0.800205018,6.5031002,0.00453521,0.281661448,2.018315718,0.099008027,103.9370946,0.002083615,0.0377,43367.17557,1.676915628,1216.565549,2.842262723,2791.710262,21622.93244
5.35,1179286.158,2015595.064,0.79946345,6.511098647,0.004528489,0.281462102,2.021131351,0.099062978,103.7256044,0.002080985,0.0377,43330.33253,1.676915475,1216.592546,2.841638437,2789.340456,21650.83303
5.36,1178286.726,2013048.851,0.798723636,6.519089474,0.004521774,0.28126315,2.023944962,0.099117931,103.5147408,0.002078361,0.0377,43293.57865,1.67691533,1216.619471,2.841015688,2786.976281,21678.71926
5.37,1177289.525,2010509.815,0.797985674,6.527073126,0.004515065,0.281064611,2.026756616,0.099172887,103.3045147,0.002075743,0.0377,43256.90846,1.676915193,1216.64633,2.840394325,2784.617396,21706.57258
5.38,1176294.681,2007978.541,0.797249452,6.535049194,0.004508362,0.280866463,2.029566255,0.099227846,103.09491,0.002073131,0.0377,43220.32645,1.676915063,1216.673118,2.839774487,2782.264096,21734.41163
5.39,1175302.051,2005454.377,0.796515067,6.543018121,0.004501665,0.280668726,2.032373946,0.099282807,102.8859376,0.002070525,0.0377,43183.8272,1.676914938,1216.699842,2.839156025,2779.916045,21762.21788
5.4,1174311.76,2002937.906,0.795782408,6.550979501,0.004494975,0.280471377,2.035179631,0.099337771,102.6775814,0.002067924,0.0377,43147.41519,1.67691482,1216.726495,2.838539076,2777.573536,21790.00997
5.41,1173323.668,2000428.481,0.795051572,6.558933775,0.004488291,0.280274436,2.037983375,0.099392738,102.4698523,0.002065329,0.0377,43111.08504,1.676914707,1216.753085,2.837923494,2775.236234,21817.76936
5.42,1172337.896,1997926.68,0.794322447,6.566880538,0.004481613,0.280077879,2.040785121,0.099447708,102.2627344,0.00206274,0.0377,43074.84117,1.676914597,1216.779606,2.837309414,2772.90443,21845.51471
5.43,1171354.307,1995431.859,0.793595131,6.57482023,0.004474941,0.279881729,2.043584934,0.09950268,102.0562384,0.002060156,0.0377,43038.67829,1.676914492,1216.806066,2.836696689,2770.577793,21873.22747
5.44,1170373.021,1992944.595,0.792869514,6.582752446,0.004468275,0.27968596,2.046382757,0.099557655,101.8503485,0.002057578,0.0377,43002.60077,1.676914389,1216.832457,2.836085456,2768.256611,21900.92629
5.45,1169393.9,1990464.248,0.79214569,6.590677627,0.004461615,0.279490594,2.049178655,0.099612633,101.6450755,0.002055006,0.0377,42966.60335,1.676914289,1216.858786,2.835475569,2765.940555,21928.59262
5.46,1168417.067,1987991.39,0.791423552,6.598595366,0.004454962,0.279295607,2.05197257,0.099667614,101.4404036,0.00205244,0.0377,42930.69041,1.676914191,1216.885048,2.834867162,2763.62991,21956.24512
5.47,1167442.382,1985525.387,0.790703194,6.606506104,0.004448314,0.27910102,2.054764568,0.099722597,101.2363436,0.002049879,0.0377,42894.85671,1.676914093,1216.91125,2.834260091,2761.324351,21983.86523
5.48,1166469.967,1983066.805,0.789984507,6.614409435,0.004441673,0.27890681,2.057554592,0.099777583,101.0328799,0.002047324,0.0377,42859.1066,1.676913997,1216.937385,2.833654489,2759.024162,22011.47162
5.49,1165499.686,1980615.017,0.789267587,6.6223058,0.004435037,0.278712997,2.060342706,0.099832572,100.8300229,0.002044774,0.0377,42823.4349,1.6769139,1216.96346,2.833050214,2756.729019,22039.04573
5.5,1164531.657,1978170.585,0.788552325,6.630194792,0.004428408,0.278519558,2.063128853,0.099887564,100.6277574,0.00204223,0.0377,42787.84592,1.676913803,1216.989469,2.832447398,2754.439203,22066.60622
5.51,1163565.745,1975732.886,0.787838816,6.638076852,0.004421784,0.278326513,2.065913098,0.099942558,100.4260938,0.002039692,0.0377,42752.33453,1.676913705,1217.015419,2.831845899,2752.154394,22094.13453
5.52,1162602.069,1973302.477,0.787126953,6.645951574,0.004415167,0.27813384,2.068695384,0.099997555,100.2250169,0.002037159,0.0377,42716.90501,1.676913606,1217.041302,2.831245848,2749.87487,22121.64932
5.53,1161640.494,1970878.74,0.786416829,6.653819397,0.004408555,0.277941559,2.071475777,0.100052555,100.024537,0.002034631,0.0377,42681.55227,1.676913504,1217.067127,2.830647104,2747.600314,22149.13205
5.54,1160681.138,1968462.23,0.785708338,6.661679916,0.00440195,0.277749646,2.074254217,0.100107558,99.824639,0.002032109,0.0377,42646.28058,1.6769134,1217.092887,2.830049799,2745.331002,22176.60135
5.55,1159723.868,1966052.333,0.785001572,6.66953357,0.00439535,0.277558123,2.077030771,0.100162563,99.62533318,0.002029593,0.0377,42611.08488,1.676913293,1217.118588,2.829453792,2743.066619,22204.03868
5.56,1158768.8,1963649.599,0.784296428,6.677379953,0.004388756,0.277366966,2.07980538,0.100217571,99.42660468,0.002027082,0.0377,42575.9694,1.676913183,1217.144224,2.828859212,2740.80744,22231.4627
5.57,1157815.802,1961253.418,0.783592995,6.685219504,0.004382168,0.277176195,2.082578111,0.100272582,99.22846355,0.002024576,0.0377,42540.92915,1.676913068,1217.169801,2.828265922,2738.55315,22258.85485
5.58,1156864.99,1958864.338,0.782891171,6.693051818,0.004375587,0.276985788,2.085348905,0.100327596,99.03089512,0.002022076,0.0377,42505.96833,1.67691295,1217.195314,2.827674049,2736.304024,22286.23378
5.59,1155916.232,1956481.753,0.782191046,6.700877333,0.004369011,0.276795765,2.088117828,0.100382612,98.83390934,0.002019581,0.0377,42471.08199,1.676912826,1217.220769,2.827083457,2734.05975,22313.58094
5.6,1154969.644,1954106.207,0.781492517,6.708695645,0.004362441,0.276606103,2.090884822,0.100437631,98.63749169,0.002017092,0.0377,42436.27429,1.676912697,1217.246158,2.826494272,2731.820599,22340.91499
5.61,1154025.095,1951737.098,0.780795675,6.716507189,0.004355876,0.276416823,2.093649952,0.100492653,98.44165202,0.002014608,0.0377,42401.54032,1.676912563,1217.27149,2.825906358,2729.586263,22368.21737
5.62,1153082.7,1949374.967,0.780100417,6.724311563,0.004349318,0.276227901,2.09641316,0.100547678,98.24637597,0.002012129,0.0377,42366.88424,1.676912422,1217.296758,2.825319843,2727.35701,22395.50673
5.63,1152142.328,1947019.217,0.779406832,6.732109203,0.004342765,0.276039358,2.099174511,0.100602705,98.05167328,0.002009656,0.0377,42332.30117,1.676912275,1217.321967,2.824734589,2725.132535,22422.76453
5.64,1151204.094,1944670.384,0.778714819,6.739899705,0.004336219,0.275851172,2.101933948,0.100657735,97.85752974,0.002007188,0.0377,42297.79524,1.676912122,1217.347112,2.824150725,2722.913103,22450.0094
5.65,1150267.868,1942327.876,0.778024467,6.747683505,0.004329678,0.275663362,2.104691536,0.100712768,97.66395501,0.002004726,0.0377,42263.36162,1.676911961,1217.372199,2.823568113,2720.698413,22477.22281
5.66,1149333.764,1939992.225,0.777335676,6.7554602,0.004323143,0.275475906,2.107447216,0.100767804,97.47093499,0.002002268,0.0377,42229.00441,1.676911793,1217.397221,2.82298688,2718.488727,22504.42339
5.67,1148401.653,1937662.843,0.776648532,6.763230224,0.004316613,0.275288823,2.110201055,0.100822842,97.27847927,0.001999816,0.0377,42194.71881,1.676911617,1217.422185,2.822406892,2716.283746,22531.5926
5.68,1147471.648,1935340.26,0.775962938,6.770993176,0.00431009,0.275102093,2.112952994,0.100877883,97.08657389,0.001997369,0.0377,42160.50891,1.676911433,1217.447085,2.821828274,2714.083732,22558.74908
5.69,1146543.622,1933023.891,0.77527898,6.778749489,0.004303572,0.274915733,2.115703098,0.100932927,96.89522834,0.001994928,0.0377,42126.36995,1.67691124,1217.471926,2.821250892,2711.888385,22585.87429
5.7,1145617.686,1930714.261,0.774596559,6.78649876,0.00429706,0.274729723,2.11845131,0.100987974,96.7044288,0.001992491,0.0377,42092.30599,1.676911039,1217.496703,2.82067487,2709.697968,22612.98686
5.71,1144693.714,1928410.792,0.773915762,6.794241425,0.004290553,0.274544082,2.121197694,0.101043023,96.51418467,0.00199006,0.0377,42058.31232,1.676910828,1217.521422,2.820100076,2707.512183,22640.06826
5.72,1143771.816,1926114.005,0.77323649,6.801977081,0.004284053,0.274358788,2.123942193,0.101098075,96.32448228,0.001987634,0.0377,42024.39295,1.676910609,1217.546075,2.819526632,2705.331289,22667.13712
5.73,1142851.868,1923823.325,0.772558831,6.80970616,0.004277558,0.274173861,2.126684871,0.10115313,96.13533091,0.001985213,0.0377,41990.54323,1.676910379,1217.570671,2.818954408,2703.154993,22694.1749
5.74,1141933.979,1921539.269,0.771882686,6.817428262,0.004271069,0.273989278,2.129425671,0.101208188,95.94671705,0.001982797,0.0377,41956.76716,1.67691014,1217.595201,2.818383526,2700.983551,22721.20024
5.75,1141018.026,1919261.267,0.771208141,6.82514382,0.004264585,0.273805059,2.132164658,0.101263248,95.75864988,0.001980387,0.0377,41923.06011,1.676909891,1217.619672,2.817813855,2698.816671,22748.19459
5.76,1140104.115,1916989.834,0.770535099,6.83285243,0.004258107,0.273621183,2.134901773,0.101318312,95.57111603,0.001977981,0.0377,41889.42604,1.676909631,1217.644078,2.817245517,2696.654608,22775.17659
5.77,1139192.126,1914724.403,0.769863645,6.840554527,0.004251635,0.273437668,2.137637083,0.101373377,95.3841246,0.001975581,0.0377,41855.86038,1.676909361,1217.668426,2.816678382,2694.497073,22802.12769
5.78,1138282.165,1912465.484,0.769193684,6.848249708,0.004245168,0.273254494,2.140370528,0.101428446,95.19766233,0.001973186,0.0377,41822.36708,1.676909081,1217.692708,2.816112571,2692.344319,22829.06654
5.79,1137374.112,1910212.515,0.7685253,6.855938406,0.004238707,0.273071678,2.143102174,0.101483518,95.01173823,0.001970795,0.0377,41788.94159,1.676908789,1217.716931,2.815547954,2690.196059,22855.97459
5.8,1136468.071,1907966.003,0.767858396,6.863620219,0.004232252,0.272889202,2.145831963,0.101538592,94.82633919,0.00196841,0.0377,41755.58782,1.676908486,1217.741088,2.814984653,2688.052544,22882.87048
5.81,1135563.924,1905725.391,0.767193058,6.871295579,0.004225802,0.272707081,2.148559959,0.101593669,94.64147414,0.00196603,0.0377,41722.30129,1.676908172,1217.765186,2.814422539,2685.91349,22909.73566
5.82,1134661.775,1903491.181,0.76652919,6.878964085,0.004219358,0.272525297,2.151286105,0.101648748,94.45713008,0.001963655,0.0377,41689.08587,1.676907846,1217.789218,2.813861731,2683.779144,22936.58877
5.83,1133761.505,1901262.82,0.765866876,6.886626168,0.004212919,0.272343868,2.154010466,0.101703831,94.27331584,0.001961285,0.0377,41655.93712,1.676907509,1217.813191,2.813302101,2681.649226,22963.41126
5.84,1132863.219,1899040.808,0.765206022,6.894281427,0.004206486,0.272162772,2.156732984,0.101758916,94.09001858,0.00195892,0.0377,41622.85889,1.67690716,1217.837097,2.81274377,2679.523982,22990.22177
5.85,1131966.799,1896824.594,0.76454671,6.901930294,0.004200059,0.271982029,2.159453723,0.101814004,93.90724704,0.00195656,0.0377,41589.84677,1.676906799,1217.860944,2.81218661,2677.403132,23017.00175
5.86,1131072.348,1894614.676,0.763888848,6.909572366,0.004193637,0.271801617,2.162172625,0.101869095,93.72498848,0.001954204,0.0377,41556.90459,1.676906426,1217.884724,2.811630738,2675.286922,23043.76984
5.87,1130179.749,1892410.507,0.763232516,6.917208076,0.00418722,0.271621555,2.164889756,0.101924188,93.54325158,0.001951854,0.0377,41524.02797,1.676906041,1217.908444,2.81107603,2673.175073,23070.5075
5.88,1129289.105,1890212.582,0.762577623,6.924837022,0.004180809,0.271441823,2.167605058,0.101979284,93.36202372,0.001949509,0.0377,41491.22074,1.676905643,1217.932097,2.810522603,2671.06783,23097.23336
5.89,1128400.299,1888020.356,0.761924251,6.932459634,0.004174404,0.271262438,2.170318594,0.102034383,93.18131349,0.001947168,0.0377,41458.47854,1.676905233,1217.955691,2.809970331,2668.964917,23123.92888
5.9,1127513.434,1885834.323,0.761272307,6.940075511,0.004168004,0.271083381,2.173030307,0.102089485,93.00110839,0.001944833,0.0377,41425.80517,1.676904811,1217.979217,2.809419332,2666.866574,23150.61267
5.91,1126628.394,1883653.94,0.760621871,6.947685085,0.004161609,0.27090467,2.175740263,0.102144589,92.82141693,0.001942502,0.0377,41393.19631,1.676904376,1218.002683,2.80886948,2664.77253,23177.26622
5.92,1125745.281,1881479.698,0.759972855,6.955287953,0.00415522,0.270726284,2.178448402,0.102199697,92.64222675,0.001940176,0.0377,41360.65574,1.676903928,1218.026082,2.808320893,2662.683024,23203.90814
5.93,1124863.979,1879311.06,0.759325336,6.962884547,0.004148837,0.270548241,2.18115479,0.102254807,92.46354626,0.001937855,0.0377,41328.17919,1.676903468,1218.04942,2.807773446,2660.597785,23230.5199
5.94,1123984.591,1877148.511,0.758679225,6.970474465,0.004142458,0.270370522,2.183859368,0.102309919,92.28536321,0.001935539,0.0377,41295.7704,1.676902994,1218.072691,2.807227254,2658.51705,23257.12011
5.95,1123107.001,1874991.519,0.758034602,6.978058136,0.004136086,0.270193143,2.186562201,0.102365035,92.10768594,0.001933228,0.0377,41263.42513,1.676902508,1218.095901,2.806682196,2656.440552,23283.69025
5.96,1122231.311,1872840.565,0.757391377,6.985635162,0.004129718,0.270016086,2.189263232,0.102420153,91.93050234,0.001930922,0.0377,41231.14711,1.676902009,1218.119044,2.806138384,2654.368526,23310.24894
5.97,1121357.406,1870695.122,0.756749628,6.993205969,0.004123356,0.269839368,2.191962524,0.102475274,91.75382063,0.00192862,0.0377,41198.93214,1.676901497,1218.142126,2.805595699,2652.300705,23336.77763
5.98,1120485.387,1868555.668,0.756109268,7.000770159,0.004117,0.269662969,2.19466002,0.102530398,91.57762884,0.001926323,0.0377,41166.78391,1.676900972,1218.16514,2.805054252,2650.237324,23363.29497
5.99,1119615.141,1866421.678,0.755470373,7.008328159,0.004110649,0.269486907,2.197355784,0.102585524,91.40193511,0.001924031,0.0377,41134.69826,1.676900435,1218.188093,2.804513924,2648.178118,23389.78239
6,1118746.767,1864293.628,0.754832857,7.015879571,0.004104303,0.269311162,2.200049759,0.102640654,91.22672758,0.001921743,0.0377,41102.67887,1.676899884,1218.210979,2.803974826,2646.123321,23416.25854
6.01,1117880.154,1862170.997,0.754196797,7.023424821,0.004097962,0.269135751,2.202742009,0.102695786,91.05201432,0.00191946,0.0377,41070.72159,1.67689932,1218.233803,2.80343684,2644.072669,23442.70487
6.02,1117015.399,1860054.257,0.753562105,7.030963511,0.004091627,0.268960656,2.205432475,0.102750921,90.87778357,0.001917182,0.0377,41038.8301,1.676898743,1218.25656,2.802900077,2642.026395,23469.14001
6.03,1116152.393,1857942.89,0.752928858,7.038496068,0.004085297,0.268785894,2.208121223,0.102806058,90.70404333,0.001914909,0.0377,41007.00029,1.676898153,1218.279255,2.802364417,2639.984236,23495.54542
6.04,1115291.232,1855837.366,0.752296969,7.046022093,0.004078973,0.268611445,2.210808194,0.102861198,90.53078196,0.00191264,0.0377,40975.23578,1.676897551,1218.301883,2.801829972,2637.946423,23521.93971
6.05,1114431.807,1853737.171,0.751666516,7.053542013,0.004072654,0.268437326,2.213493453,0.102916341,90.35800737,0.001910377,0.0377,40943.53253,1.676896935,1218.324449,2.801296624,2635.912698,23548.30436
6.06,1113574.215,1851642.772,0.751037412,7.061055428,0.00406634,0.268263518,2.216176942,0.102971487,90.18570804,0.001908117,0.0377,40911.89413,1.676896306,1218.346948,2.800764483,2633.883288,23574.65798
6.07,1112718.347,1849553.658,0.750409733,7.068562766,0.004060031,0.268090039,2.218858725,0.103026636,90.0138918,0.001905862,0.0377,40880.31655,1.676895665,1218.369385,2.800233432,2631.857937,23600.98204
6.08,1111864.298,1847470.292,0.749783393,7.076063627,0.004053728,0.267916869,2.221538744,0.103081787,89.84254723,0.001903612,0.0377,40848.80338,1.67689501,1218.391755,2.799703579,2629.836871,23627.29515
6.09,1111011.961,1845392.167,0.749158467,7.083558438,0.00404743,0.267744025,2.224217063,0.103136941,89.67168211,0.001901367,0.0377,40817.35063,1.676894343,1218.414064,2.799174809,2627.819835,23653.57879
6.1,1110161.431,1843319.745,0.748534872,7.091046801,0.004041137,0.267571489,2.226893625,0.103192098,89.5012851,0.001899126,0.0377,40785.96186,1.676893663,1218.436305,2.798647231,2625.807055,23679.85156
6.11,1109312.601,1841252.52,0.747912681,7.09852914,0.004034849,0.267399277,2.229568494,0.103247258,89.33136391,0.00189689,0.0377,40754.63311,1.67689297,1218.458486,2.798120727,2623.798278,23706.09494
6.12,1108465.565,1839190.951,0.747291811,7.106005059,0.004028567,0.26722737,2.232241612,0.10330242,89.16190733,0.001894658,0.0377,40723.36792,1.676892265,1218.480599,2.797595407,2621.793728,23732.32754
