,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
0.0,3023568.6321149305,5000000.0,15000000.0,2.811855055074912,0.0,0.015,0.0,0.9474576488102056,0.0,0.100055,357.62301152484633,0.004482738782140056,0.044,99936.68459176047,1.5055956770584267,1222.9316591830607,2.9678024117107737,6869.290400039083,0.0
0.01,3023725.3538492834,5000000.0,14951310.586649481,2.8119259748636076,0.0281189051496926,0.014976370667941434,2.3630635696030808e-05,0.9473475032906544,0.0094740257605043,0.10011000275000001,357.2391567324739,0.0044797550128741715,0.044,99942.769557238,1.5056070293594763,1222.8982584786982,2.9683340717483855,6869.698256105353,68.69494328072219
0.02,3023625.762350029,5000000.0,14902630.680364208,2.8119968413099516,0.056238519319464324,0.014952740740067676,2.3630797134685316e-05,0.9472374214452586,0.018946950278060273,0.10016500825013751,356.8559028038085,0.00447677469852972,0.044,99940.2353839024,1.505602520093393,1222.8707147574032,2.968753870516135,6869.451417050136,137.39178280503543
0.03,3023526.203452054,5000000.0,14853955.35887479,2.8120676715554294,0.08435884186950664,0.01492911021691638,2.3631609879022438e-05,0.9471274067697877,0.028418774416222363,0.10022001650055001,356.47325065723345,0.004473797850169659,0.044,99937.7016948947,1.505598011304398,1222.8431803149758,2.969173511194344,6869.204655594375,206.08451752432384
0.04,3023426.6927588843,5000000.0,14805286.861191373,2.812138465677398,0.11247987263016121,0.014905479098630115,2.3631987789472157e-05,0.947017459195286,0.03788949863712593,0.10027502750137504,356.0911990441036,0.004470824462003219,0.044,99935.16901815477,1.505593503964964,1222.8156547506032,2.9695930007838993,6868.95801162372,274.77587630854
0.05,3023327.2301683263,5000000.0,14756623.398144962,2.8122092237520433,0.14060161106296035,0.014881847385661376,2.363279999875251e-05,0.9469075786526907,0.04735912382351022,0.10033004125275011,355.7097467188707,0.004467854528251267,0.044,99932.6373535039,1.5055889980757498,1222.7881380211281,2.9700123394405424,6868.711484907369,343.46367814745366
0.06,3023227.8155773305,5000000.0,14707966.761218626,2.8122799458554497,0.16872405698529794,0.014858215078163614,2.363317724235362e-05,0.9467977650730554,0.05682765043338961,0.10038505775481274,355.3288924392101,0.004464888043147339,0.044,99930.10670071772,1.5055844936373115,1222.76063008346,2.9704315273193727,6868.465075212104,412.1501063967577
0.07,3023128.448882959,5000000.0,14659315.161268523,2.8123506320636076,0.19684720986048188,0.014834582176587828,2.3633988906969763e-05,0.9466880183875485,0.0662950793478944,0.10044007700770048,354.9486349660113,0.0044619250009375975,0.044,99927.57705956166,1.5055799906501857,1222.7331308945475,2.970850564575278,6868.21878230488,480.83298004079506
0.08,3023029.1299824044,5000000.0,14610670.389744831,2.8124212824524046,0.22497106950717222,0.014810948681086409,2.3634365486502843e-05,0.946578338527455,0.07576141102389196,0.10049509901155088,354.56897306336657,0.004458965395880799,0.044,99925.04842979116,1.505575489114898,1222.7056404113828,2.9712694513629407,6867.972605952898,549.5144824313728
0.09,3022929.8587729866,5000000.0,14562030.657531016,2.8124918970976274,0.2530956353904478,0.014787314592108866,2.3635176608785627e-05,0.9464687254241738,0.08522664634090904,0.10055012376650145,354.18990549856164,0.00445600922224826,0.044,99922.52081115005,1.505570989031931,1222.6781585910037,2.9716881878368318,6867.726545923455,618.1924325474008
