,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
0.0,3031944.4144742596,5000000.0,15000000.0,2.820948202916259,0.0,0.015,0.0,0.9493561299503775,0.0,0.100055,358.7795145634343,0.004491721130897172,0.044,100218.40155701737,1.5061127266218968,1222.7402970076182,2.971449854935821,6890.685041197659,0.0
0.01,3032091.8069640035,5000000.0,14951153.146268837,2.8210197003557456,0.02820983951636002,0.01497629425250726,2.37070525237513e-05,0.9492458363902516,0.009493009831703146,0.10011000275000001,358.3944626883945,0.00448873172647661,0.044,100224.17443325832,1.5061234500080836,1222.7070145137227,2.971977979972357,6891.0690828168,68.9087706200723
0.02,3031992.181126339,5000000.0,14902315.839773422,2.8210911310990943,0.05642039378479446,0.014952587904382525,2.370721835226055e-05,0.949135603861773,0.018984916931243857,0.10016500825013751,358.0100118502298,0.004485745770431082,0.044,100221.63624055072,1.5061189622273918,1222.6793958856686,2.972398433539436,6890.822129483668,137.8192783398284
0.03,3031892.5757405977,5000000.0,14853483.153335514,2.8211625254201653,0.08463166204216252,0.01492888095626709,2.370803605238226e-05,0.9490254385962937,0.028475722138341392,0.10022001650055001,357.62616463373877,0.004482763286756419,0.044,100219.09814162031,1.506114474206922,1222.6517868025885,2.9728187235771912,6890.575222883901,206.72573923359488
0.04,3031793.0184785468,5000000.0,14804657.328252418,2.8212338833971784,0.11284364417205091,0.01490517340825878,2.3708418479669605e-05,0.9489153405248761,0.03796542592714994,0.10027502750137504,357.2429197865825,0.004479784269651877,0.044,100216.56107090959,1.5061099876578754,1222.6241865867187,2.973238862330172,6890.32843373517,275.6307831890099
0.05,3031693.5092394566,5000000.0,14755836.573451877,2.8213052051064067,0.14105633958927705,0.014881465260849346,2.3709235650607097e-05,0.9488053095783149,0.04745402917253077,0.10033004125275011,356.8602760594307,0.0044768087133276145,0.044,100214.02502848825,1.5061055025814025,1222.5965951953276,2.9736588499545222,6890.08176181217,344.532308298863
0.06,3031594.047920885,5000000.0,14707022.682340436,2.8213764906240835,0.1692697481535405,0.014857756514156687,2.3709617406952037e-05,0.9486953456875314,0.05694153234223549,0.10038505775481274,356.47823220619375,0.004473836612006528,0.044,100211.49001434754,1.506101018978518,1222.5690125857104,2.974078686605437,6889.835206885087,413.43241881523966
0.07,3031494.634420442,5000000.0,14658213.863870073,2.821447740026396,0.19748386928143763,0.01483404716867106,2.37104340299092e-05,0.9485854487835761,0.06642793630951337,0.10044007700770048,356.0967869840123,0.0044708679599242285,0.044,100208.95602845874,1.5060965368501888,1222.5414387151525,2.9744983724379237,6889.588768724008,482.32901282559317
0.08,3031395.2686357778,5000000.0,14609411.911415325,2.821518953389489,0.2256987028339377,0.014810337224509295,2.3710815118097844e-05,0.9484756187976259,0.07591324154096704,0.10049509901155088,355.71593915324684,0.004467902751328991,0.044,100206.42307077404,1.506092056197343,1222.5138735409266,2.9749179076068026,6889.34244709894,551.2241945781732
0.09,3031295.9504646,5000000.0,14560615.033954563,2.8215901307894558,0.2539142482294137,0.014786626682160155,2.371163119541181e-05,0.9483658556609826,0.08539744890823966,0.10055012376650145,355.3356874774673,0.004464940980481727,0.044,100203.8911412263,1.5060875770208735,1222.4863170202996,2.9753372922667056,6889.096241779857,620.1158621550669
