time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Gas Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Gas volume flow rate [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],Fuel Port Diameter [m],Oxidizer Mass Flux [kg/m^2/s],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
7.92,1523059.644,2507568.526,2507568.526,1.095563844,12.17352364,0.001770148,9.21E-06,0.331348597,3.41641862,0.113276709,108.7092652,0.002142421,0.0377,56154.38452,1.339489966,1190.525087,3.307500603,2877.580807,33225.69386
7.93,1522071.035,2505197.341,2505197.341,1.094795047,12.18448371,0.001760938,9.21E-06,0.331165367,3.419732568,0.113332373,108.5262947,0.002140185,0.0377,56118.07708,1.339270862,1190.546423,3.307008602,2875.242598,33254.48569
7.94,1521082.903,2502835.402,2502835.402,1.094028887,12.19541955,0.001751748,9.19E-06,0.330982649,3.423041929,0.11338804,108.343887,0.002137954,0.0377,56081.78708,1.339051579,1190.56778,3.306516308,2872.905518,33283.19872
7.95,1520097.945,2500475.187,2500475.187,1.093263091,12.20636429,0.001742551,9.20E-06,0.330800017,3.426352221,0.113443709,108.1618155,0.002135726,0.0377,56045.61394,1.338832718,1190.589019,3.306026325,2870.575945,33311.94383
7.96,1519113.455,2498124.165,2498124.165,1.092499921,12.21728482,0.001733374,9.18E-06,0.330617895,3.429657931,0.113499381,107.9803033,0.002133503,0.0377,56009.45774,1.338613676,1190.610279,3.305536045,2868.247479,33340.61024
7.97,1518132.124,2495774.839,2495774.839,1.091737107,12.22821429,0.00172419,9.19E-06,0.330435857,3.432964578,0.113555056,107.7991249,0.002131283,0.0377,55973.41773,1.338395054,1190.63142,3.305048068,2865.926484,33369.30881
7.98,1517151.253,2493434.655,2493434.655,1.090976907,12.23911957,0.001715026,9.17E-06,0.330254327,3.43626665,0.113610734,107.6185022,0.002129068,0.0377,55937.39416,1.338176251,1190.652582,3.304559789,2863.606573,33397.92878
7.99,1516173.525,2491096.139,2491096.139,1.090217057,12.25003383,0.001705854,9.18E-06,0.33007288,3.439569665,0.113666415,107.4382109,0.002126856,0.0377,55901.48611,1.337957868,1190.673625,3.304073807,2861.294099,33426.58097
8,1515196.248,2488766.715,2488766.715,1.08945981,12.26092392,0.001696703,9.15E-06,0.329891939,3.442868109,0.113722098,107.2584719,0.002124649,0.0377,55865.59402,1.337739302,1190.694687,3.303587518,2858.982685,33455.15466
8.01,1514222.101,2486438.931,2486438.931,1.088702905,12.27182302,0.001687544,9.16E-06,0.32971108,3.446167504,0.113777784,107.0790617,0.002122445,0.0377,55829.81678,1.337521154,1190.715631,3.303103519,2856.678674,33483.76066
8.02,1513248.395,2484120.188,2484120.188,1.087948591,12.28269799,0.001678405,9.14E-06,0.329530724,3.449462333,0.113833473,106.9002005,0.002120246,0.0377,55794.05504,1.337302822,1190.736593,3.302619209,2854.375701,33512.28824
8.03,1512277.805,2481803.058,2481803.058,1.087194613,12.29358199,0.001669259,9.15E-06,0.32935045,3.452758118,0.113889165,106.7216657,0.00211805,0.0377,55758.40747,1.337084908,1190.757437,3.302137182,2852.080096,33540.8482
8.04,1511307.647,2479494.92,2479494.92,1.086443216,12.30444189,0.001660133,9.13E-06,0.329170678,3.456049343,0.113944859,106.5436765,0.002115859,0.0377,55722.77493,1.336866809,1190.778299,3.30165484,2849.785506,33569.32984
8.05,1510340.592,2477188.368,2477188.368,1.085692147,12.31531086,0.001650999,9.14E-06,0.328990984,3.459341531,0.114000556,106.3660111,0.002113671,0.0377,55687.25593,1.336649126,1190.799041,3.301174774,2847.49825,33597.84394
8.06,1509373.959,2474890.758,2474890.758,1.084943648,12.32615574,0.001641886,9.12E-06,0.328811791,3.462629165,0.114056256,106.1888882,0.002111488,0.0377,55651.75148,1.336431257,1190.819801,3.300694388,2845.211988,33626.27981
8.07,1508410.415,2472594.708,2472594.708,1.08419547,12.33700973,0.001632765,9.12E-06,0.328632677,3.465917767,0.114111959,106.0120866,0.002109308,0.0377,55616.35992,1.336213804,1190.840442,3.300216271,2842.933026,33654.74821
8.08,1507447.285,2470307.55,2470307.55,1.083449851,12.34783966,0.001623664,9.10E-06,0.32845406,3.46920182,0.114167665,105.8358242,0.002107133,0.0377,55580.98247,1.335996162,1190.861099,3.299737831,2840.655036,33683.13848
8.09,1506487.23,2468021.927,2468021.927,1.082704548,12.35867872,0.001614556,9.11E-06,0.32827552,3.472486848,0.114223373,105.6598807,0.00210496,0.0377,55545.71728,1.335778936,1190.881636,3.299261653,2838.384312,33711.56134
8.1,1505527.58,2465745.147,2465745.147,1.081961791,12.36949376,0.001605467,9.09E-06,0.328097477,3.475767332,0.114279084,105.4844732,0.002102793,0.0377,55510.46574,1.335561521,1190.90219,3.298785147,2836.114539,33739.90617
8.11,1504570.991,2463469.875,2463469.875,1.081219344,12.38031796,0.001596371,9.10E-06,0.327919509,3.479048798,0.114334798,105.3093822,0.002100628,0.0377,55475.32586,1.33534452,1190.922624,3.298310898,2833.851999,33768.28366
8.12,1503614.799,2461203.399,2461203.399,1.080479433,12.39111816,0.001587296,9.08E-06,0.327742036,3.482325724,0.114390515,105.1348239,0.002098469,0.0377,55440.19919,1.335127328,1190.943073,3.297836316,2831.590387,33796.58321
8.13,1502661.654,2458938.405,2458938.405,1.079739824,12.40192755,0.001578212,9.09E-06,0.327564637,3.485603638,0.114446235,104.9605798,0.002096312,0.0377,55405.18357,1.33491055,1190.963401,3.297363983,2829.335975,33824.9155
8.14,1501708.897,2456682.16,2456682.16,1.079002741,12.41271296,0.001569149,9.07E-06,0.327387731,3.488877018,0.114501957,104.7868652,0.00209416,0.0377,55370.18075,1.334693581,1190.983744,3.296891314,2827.082472,33853.16993
8.15,1500759.173,2454427.371,2454427.371,1.078265955,12.4235076,0.001560078,9.07E-06,0.327210898,3.492151393,0.114557682,104.6134624,0.002092011,0.0377,55335.28837,1.334477024,1191.003966,3.296420889,2824.836135,33881.45718
8.16,1499809.83,2452181.283,2452181.283,1.077531683,12.43427829,0.001551027,9.05E-06,0.327034556,3.495421238,0.11461341,104.440586,0.002089867,0.0377,55300.40837,1.334260274,1191.024202,3.295950123,2822.590685,33909.66666
8.17,1498863.507,2449936.627,2449936.627,1.076797701,12.44505823,0.001541968,9.06E-06,0.326858285,3.498692084,0.114669141,104.2680191,0.002087725,0.0377,55265.63824,1.334043937,1191.044316,3.295481594,2820.35237,33937.90902
8.18,1497917.555,2447700.624,2447700.624,1.076066223,12.45581425,0.001532929,9.04E-06,0.326682504,3.501958405,0.114724874,104.0959754,0.002085589,0.0377,55230.88014,1.333827406,1191.064444,3.29501272,2818.114922,33966.07371
8.19,1496974.61,2445466.029,2445466.029,1.075335029,12.46657956,0.001523883,9.05E-06,0.326506794,3.505225734,0.11478061,103.9242389,0.002083455,0.0377,55196.23143,1.333611286,1191.08445,3.294546076,2815.884578,33994.27135
8.2,1496032.029,2443240.04,2443240.04,1.074606328,12.47732096,0.001514856,9.03E-06,0.326331571,3.508488543,0.114836349,103.7530223,0.002081326,0.0377,55161.59443,1.333394972,1191.104471,3.294079083,2813.655082,34022.3914
8.21,1495092.443,2441015.435,2441015.435,1.073877904,12.48807168,0.001505822,9.04E-06,0.326156417,3.511752365,0.114892091,103.5821107,0.0020792,0.0377,55127.06634,1.33317907,1191.12437,3.293614314,2811.432659,34050.54448
8.22,1494153.212,2438799.391,2438799.391,1.073151962,12.49879853,0.001496808,9.02E-06,0.325981749,3.515011672,0.114947836,103.411716,0.002077078,0.0377,55092.54968,1.332962972,1191.144283,3.293149191,2809.211067,34078.62006
8.23,1493216.963,2436584.705,2436584.705,1.072426291,12.50953472,0.001487786,9.03E-06,0.325807149,3.518272,0.115003583,103.2416239,0.00207496,0.0377,55058.14149,1.332747285,1191.164074,3.292686285,2806.996518,34106.72873
8.24,1492281.062,2434378.534,2434378.534,1.071703091,12.52024706,0.001478784,9.00E-06,0.325633032,3.521527817,0.115059333,103.0720456,0.002072846,0.0377,55023.74445,1.332531403,1191.183879,3.292223022,2804.78278,34134.75999
8.25,1491348.13,2432173.699,2432173.699,1.070980157,12.53096878,0.001469774,9.01E-06,0.325458983,3.52478466,0.115115086,102.9027677,0.002070735,0.0377,54989.45544,1.332315931,1191.203562,3.291761969,2802.576057,34162.82441
8.26,1490415.538,2429977.332,2429977.332,1.070259683,12.54166667,0.001460784,8.99E-06,0.325285415,3.528036998,0.115170842,102.7340005,0.002068628,0.0377,54955.17732,1.332100263,1191.22326,3.291300554,2800.370127,34190.81151
8.27,1489485.903,2427782.277,2427782.277,1.069539468,12.55237398,0.001451787,9.00E-06,0.325111913,3.531290369,0.115226601,102.5655315,0.002066524,0.0377,54921.00682,1.331885006,1191.242836,3.290841344,2798.171182,34218.83184
8.28,1488556.6,2425595.647,2425595.647,1.068821703,12.56305747,0.001442809,8.98E-06,0.324938891,3.534539238,0.115282362,102.3975701,0.002064426,0.0377,54886.84696,1.331669552,1191.262426,3.290381767,2795.973012,34246.77494
8.29,1487630.242,2423410.305,2423410.305,1.068104191,12.57375041,0.001433823,8.99E-06,0.324765934,3.537789146,0.115338126,102.2299046,0.002062329,0.0377,54852.7943,1.331454509,1191.281895,3.289924389,2793.781799,34274.75133
8.3,1486704.209,2421233.342,2421233.342,1.067389118,12.58441956,0.001424858,8.97E-06,0.324593454,3.541034558,0.115393893,102.0627438,0.002060238,0.0377,54818.75206,1.331239268,1191.301378,3.28946664,2791.591344,34302.65058
8.31,1485781.109,2419057.645,2419057.645,1.066674292,12.59509819,0.001415884,8.98E-06,0.324421039,3.544281015,0.115449663,101.8958767,0.002058149,0.0377,54784.81662,1.331024437,1191.32074,3.289011082,2789.407817,34330.58319
8.32,1484858.326,2416890.283,2416890.283,1.065961896,12.60575305,0.00140693,8.96E-06,0.3242491,3.547522981,0.115505435,101.7295113,0.002056065,0.0377,54750.89137,1.330809409,1191.340115,3.28855515,2787.22503,34358.43874
8.33,1483938.462,2414724.164,2414724.164,1.06524974,12.61641743,0.001397969,8.96E-06,0.324077223,3.550765997,0.11556121,101.5634374,0.002053983,0.0377,54717.07255,1.330594791,1191.35937,3.288101403,2785.049143,34386.32772
8.34,1483018.91,2412566.336,2412566.336,1.064540003,12.62705806,0.001389027,8.94E-06,0.323905821,3.554004527,0.115616988,101.3978622,0.002051906,0.0377,54683.26371,1.330379974,1191.378639,3.287647278,2782.87398,34414.13972
8.35,1482102.265,2410409.728,2410409.728,1.063830501,12.63770823,0.001380077,8.95E-06,0.32373448,3.557244113,0.115672769,101.2325764,0.002049832,0.0377,54649.56092,1.330165569,1191.397788,3.287195331,2780.705688,34441.98522
8.36,1481185.923,2408261.368,2408261.368,1.063123407,12.64833468,0.001371147,8.93E-06,0.323563612,3.560479218,0.115728553,101.0677863,0.002047762,0.0377,54615.8679,1.329950964,1191.41695,3.286743002,2778.538104,34469.75384
8.37,1480272.477,2406114.206,2406114.206,1.062416542,12.65897069,0.00136221,8.94E-06,0.323392804,3.563715385,0.115784339,100.9032835,0.002045695,0.0377,54582.28057,1.32973677,1191.435992,3.286292845,2776.377363,34497.55601
8.38,1479359.327,2403975.249,2403975.249,1.061712077,12.66958301,0.001353292,8.92E-06,0.323222466,3.566947076,0.115840129,100.7392734,0.002043633,0.0377,54548.70283,1.329522376,1191.455049,3.285842302,2774.217313,34525.28139
8.39,1478449.062,2401837.467,2401837.467,1.061007833,12.68020493,0.001344366,8.93E-06,0.323052189,3.570179835,0.115895921,100.5755485,0.002041573,0.0377,54515.23042,1.329308393,1191.473985,3.285393925,2772.06408,34553.04039
8.4,1477539.085,2399707.847,2399707.847,1.060305979,12.69080318,0.00133546,8.91E-06,0.32288238,3.573408121,0.115951715,100.4123134,0.002039518,0.0377,54481.76741,1.329094211,1191.492935,3.284945158,2769.911521,34580.72267
8.41,1476631.98,2397579.382,2397579.382,1.059604341,12.70141105,0.001326545,8.92E-06,0.322712629,3.576637482,0.116007513,100.2493614,0.002037465,0.0377,54448.40938,1.328880439,1191.511766,3.28449855,2767.765752,34608.43865
8.42,1475725.158,2395459.036,2395459.036,1.058905082,12.71199527,0.001317651,8.90E-06,0.322543346,3.579862375,0.116063313,100.0868963,0.002035418,0.0377,54415.06058,1.328666467,1191.530611,3.284051549,2765.620642,34636.07799
8.43,1474821.196,2393339.822,2393339.822,1.058206034,12.72258915,0.001308749,8.91E-06,0.32237412,3.583088349,0.116119117,99.92471225,0.002033372,0.0377,54381.81642,1.328452906,1191.549336,3.283606701,2763.482294,34663.75109
8.44,1473917.51,2391228.686,2391228.686,1.057509355,12.7331594,0.001299866,8.89E-06,0.322205359,3.586309859,0.116174922,99.76301226,0.002031331,0.0377,54348.58131,1.328239144,1191.568076,3.283161454,2761.344589,34691.34764
8.45,1473016.672,2389118.66,2389118.66,1.056812881,12.74373934,0.001290975,8.89E-06,0.322036654,3.589532456,0.116230731,99.6015912,0.002029293,0.0377,54315.45052,1.328025794,1191.586697,3.282718355,2759.21362,34718.978
8.46,1472116.103,2387016.671,2387016.671,1.056118766,12.75429567,0.001282104,8.87E-06,0.321868413,3.592750594,0.116286543,99.44065136,0.002027259,0.0377,54282.32861,1.327812242,1191.605333,3.282274854,2757.083279,34746.53191
8.47,1471218.372,2384915.772,2384915.772,1.055424851,12.76486171,0.001273225,8.88E-06,0.321700227,3.595969824,0.116342357,99.2799884,0.002025228,0.0377,54249.31069,1.327599102,1191.623849,3.281833495,2754.959647,34774.1197
8.48,1470320.902,2382822.867,2382822.867,1.054733285,12.77540417,0.001264366,8.86E-06,0.321532503,3.5991846,0.116398174,99.11980386,0.002023201,0.0377,54216.30149,1.32738576,1191.642381,3.281391729,2752.836627,34801.63111
8.49,1469426.259,2380731.032,2380731.032,1.054041913,12.78595638,0.001255499,8.87E-06,0.321364833,3.602400474,0.116453994,98.95989416,0.002021177,0.0377,54183.39596,1.32717283,1191.660794,3.280952099,2750.720292,34829.17646
8.5,1468531.87,2378647.149,2378647.149,1.05335288,12.79648502,0.001246651,8.85E-06,0.321197623,3.605611898,0.116509817,98.80046006,0.002019158,0.0377,54150.499,1.326959699,1191.679222,3.280512058,2748.604553,34856.64552
8.51,1467640.297,2376564.316,2376564.316,1.052664036,12.80702343,0.001237795,8.86E-06,0.321030467,3.608824426,0.116565642,98.6412988,0.00201714,0.0377,54117.70539,1.326746979,1191.697532,3.280074148,2746.495472,34884.14858
8.52,1466748.972,2374489.395,2374489.395,1.051977522,12.81753831,0.001228959,8.84E-06,0.320863768,3.612032509,0.116621471,98.48261038,0.002015128,0.0377,54084.92021,1.326534057,1191.715857,3.279635823,2744.386974,34911.57543
8.53,1465860.451,2372415.503,2372415.503,1.05129119,12.82806298,0.001220115,8.85E-06,0.320697122,3.615241701,0.116677302,98.32419278,0.002013117,0.0377,54052.23805,1.326321547,1191.734064,3.279199621,2742.285107,34939.03634
8.54,1464972.172,2370349.483,2370349.483,1.050607178,12.83856414,0.001211291,8.83E-06,0.320530933,3.618446453,0.116733136,98.16624526,0.002011112,0.0377,54019.56418,1.326108834,1191.752288,3.278763002,2740.183809,34966.42113
8.55,1464086.686,2368284.471,2368284.471,1.049923344,12.84907512,0.001202458,8.84E-06,0.320364794,3.62165232,0.116788972,98.00856659,0.002009108,0.0377,53986.99303,1.325896534,1191.770393,3.278328501,2738.089117,34993.84005
8.56,1463201.435,2366227.291,2366227.291,1.04924182,12.85956261,0.001193645,8.82E-06,0.320199111,3.62485375,0.116844812,97.85135527,0.00200711,0.0377,53954.43002,1.325684031,1191.788515,3.277893578,2735.994978,35021.18291
8.57,1462318.967,2364171.1,2364171.1,1.048560468,12.87005996,0.001184824,8.82E-06,0.320033477,3.628056302,0.116900654,97.69441082,0.002005113,0.0377,53921.96943,1.325471941,1191.80652,3.277460766,2733.907421,35048.55997
8.58,1461436.727,2362122.702,2362122.702,1.047881417,12.88053383,0.001176022,8.80E-06,0.319868297,3.631254421,0.116956499,97.53793101,0.002003121,0.0377,53889.51684,1.325259648,1191.824541,3.277027529,2731.820403,35075.86107
8.59,1460557.259,2360075.272,2360075.272,1.047202533,12.89101759,0.001167212,8.81E-06,0.319703166,3.634453668,0.117012347,97.38171613,0.002001132,0.0377,53857.16637,1.325047767,1191.842445,3.276596398,2729.739942,35103.19641
8.6,1459678.014,2358035.595,2358035.595,1.04652594,12.90147789,0.001158422,8.79E-06,0.319538486,3.637648486,0.117068197,97.22596318,0.001999147,0.0377,53824.82375,1.324835683,1191.860367,3.276164837,2727.660006,35130.45587
8.61,1458801.529,2355996.868,2355996.868,1.045849508,12.9119481,0.001149623,8.80E-06,0.319373854,3.640844437,0.117124051,97.07047323,0.001997164,0.0377,53792.58296,1.324624012,1191.878171,3.275735377,2725.586602,35157.74963
8.62,1457925.261,2353965.855,2353965.855,1.045175359,12.92239489,0.001140845,8.78E-06,0.319209673,3.644035965,0.117179907,96.91544255,0.001995186,0.0377,53760.34989,1.324412138,1191.895993,3.275305483,2723.513708,35184.9676
8.63,1457051.743,2351935.771,2351935.771,1.044501365,12.93285161,0.001132057,8.79E-06,0.319045538,3.647228631,0.117235766,96.76067295,0.00199321,0.0377,53728.21835,1.324200676,1191.9137,3.274877683,2721.447323,35212.21994
8.64,1456178.435,2349913.364,2349913.364,1.043829645,12.94328492,0.00112329,8.77E-06,0.318881852,3.650416877,0.117291628,96.60635995,0.001991238,0.0377,53696.0944,1.323989011,1191.931423,3.274449447,2719.381434,35239.39655
8.65,1455307.866,2347891.866,2347891.866,1.043158074,12.9537282,0.001114514,8.78E-06,0.318718211,3.653606267,0.117347492,96.45230614,0.001989269,0.0377,53664.07168,1.323777759,1191.949032,3.274023299,2717.322029,35266.60759
8.66,1454437.503,2345878.007,2345878.007,1.042488768,12.96414809,0.001105758,8.76E-06,0.318555018,3.656791243,0.11740336,96.29870631,0.001987304,0.0377,53632.05643,1.323566304,1191.966658,3.273596711,2715.263107,35293.74299
8.67,1453569.867,2343865.039,2343865.039,1.041819607,12.97457798,0.001096993,8.77E-06,0.318391869,3.659977368,0.11745923,96.14536377,0.001985342,0.0377,53600.1421,1.323355261,1191.98417,3.273172205,2713.210645,35320.91288
8.68,1452702.431,2341859.671,2341859.671,1.0411527,12.98498449,0.001088248,8.75E-06,0.318229166,3.663159082,0.117515103,95.99247259,0.001983384,0.0377,53568.23512,1.323144015,1192.0017,3.272747255,2711.158653,35348.0072
8.69,1451837.713,2339855.175,2339855.175,1.040485933,12.99540103,0.001079495,8.76E-06,0.318066506,3.666341951,0.117570979,95.83983685,0.001981428,0.0377,53536.42877,1.322933183,1192.019116,3.272324382,2709.113096,35375.13608
8.7,1450973.187,2337858.242,2337858.242,1.039821412,13.00579422,0.001070761,8.74E-06,0.31790429,3.669520413,0.117626857,95.68764987,0.001979476,0.0377,53504.62964,1.322722146,1192.03655,3.271901061,2707.067996,35402.18947
8.71,1450111.37,2335862.162,2335862.162,1.039157025,13.01619746,0.001062019,8.75E-06,0.317742117,3.672700036,0.117682738,95.53571647,0.001977527,0.0377,53472.93085,1.322511523,1192.053871,3.271479811,2705.029308,35429.27746
8.72,1449249.74,2333873.608,2333873.608,1.038494876,13.02657736,0.001053296,8.73E-06,0.317580386,3.675875257,0.117738623,95.38422925,0.001975582,0.0377,53441.23915,1.322300695,1192.071211,3.271058109,2702.991063,35456.29006
8.73,1448390.807,2331885.889,2331885.889,1.037832855,13.03696735,0.001044565,8.73E-06,0.317418696,3.679051644,0.11779451,95.23299378,0.00197364,0.0377,53409.6475,1.322090282,1192.088438,3.270638473,2700.959207,35483.33731
8.74,1447532.056,2329905.658,2329905.658,1.037173062,13.04733403,0.001035854,8.71E-06,0.317257447,3.682223632,0.117850399,95.08220194,0.001971702,0.0377,53378.06282,1.321879664,1192.105685,3.270218382,2698.927782,35510.30924
8.75,1446675.992,2327926.244,2327926.244,1.036513394,13.05771081,0.001027134,8.72E-06,0.31709624,3.685396793,0.117906292,94.93166003,0.001969765,0.0377,53346.5779,1.32166946,1192.122819,3.269800351,2696.902721,35537.31589
8.76,1445820.104,2325954.282,2325954.282,1.035855944,13.0680643,0.001018433,8.70E-06,0.31693547,3.688565559,0.117962187,94.7815592,0.001967834,0.0377,53315.09981,1.321459051,1192.139973,3.269381861,2694.878079,35564.2473
8.77,1444966.894,2323983.119,2323983.119,1.035198613,13.07842793,0.001009724,8.71E-06,0.316774741,3.691735502,0.118018085,94.6317065,0.001965904,0.0377,53283.72121,1.321249056,1192.157016,3.268965425,2692.859778,35591.21348
8.78,1444113.853,2322019.371,2322019.371,1.034543493,13.08876828,0.001001035,8.69E-06,0.316614449,3.694901055,0.118073986,94.48229236,0.001963979,0.0377,53252.34931,1.321038857,1192.174078,3.268548527,2690.841883,35618.10449
8.79,1443263.48,2320056.405,2320056.405,1.033888486,13.0991188,0.000992337,8.70E-06,0.316454197,3.698067791,0.11812989,94.33312455,0.001962056,0.0377,53221.0766,1.320829072,1192.19103,3.268133677,2688.830306,35645.03035
8.8,1442413.272,2318100.816,2318100.816,1.033235681,13.10944606,0.000983659,8.68E-06,0.316294379,3.70123014,0.118185796,94.18439282,0.001960138,0.0377,53189.81047,1.320619082,1192.208003,3.267718362,2686.819122,35671.8811
8.81,1441565.721,2316145.993,2316145.993,1.032582985,13.11978351,0.000974972,8.69E-06,0.3161346,3.704393678,0.118241706,94.03590564,0.001958221,0.0377,53158.64325,1.320409506,1192.224865,3.267305089,2684.814234,35698.76675
8.82,1440718.33,2314198.512,2314198.512,1.031932481,13.13009773,0.000966304,8.67E-06,0.315975255,3.707552834,0.118297618,93.88785204,0.001956309,0.0377,53127.48248,1.320199726,1192.241749,3.266891347,2682.809727,35725.57739
8.83,1439873.586,2312251.778,2312251.778,1.031282081,13.14042216,0.000957628,8.68E-06,0.315815948,3.710713183,0.118353533,93.74004124,0.001954399,0.0377,53096.42032,1.319990359,1192.258523,3.266479643,2680.811493,35752.42297
8.84,1439028.996,2310312.35,2310312.35,1.030633865,13.15072338,0.000948972,8.66E-06,0.315657072,3.713869154,0.11840945,93.59266156,0.001952493,0.0377,53065.3645,1.319780788,1192.275319,3.266067466,2678.813627,35779.19362
8.85,1438187.044,2308373.653,2308373.653,1.029985749,13.16103483,0.000940307,8.67E-06,0.315498233,3.717026324,0.118465371,93.44552293,0.00195059,0.0377,53034.407,1.319571631,1192.292006,3.26565732,2676.822011,35805.99927
8.86,1437345.24,2306442.227,2306442.227,1.029339808,13.1713231,0.000931661,8.65E-06,0.315339825,3.72017912,0.118521294,93.29881298,0.00194869,0.0377,53003.4557,1.319362269,1192.308716,3.265246699,2674.830752,35832.73006
8.87,1436506.065,2304511.515,2304511.515,1.028693961,13.18162163,0.000923007,8.66E-06,0.315181452,3.72333312,0.11857722,93.15234235,0.001946793,0.0377,52972.60244,1.319153321,1192.325317,3.264838103,2672.845722,35859.49591
8.88,1435667.033,2302588.038,2302588.038,1.02805028,13.19189699,0.000914372,8.64E-06,0.315023509,3.726482751,0.118633149,93.00629796,0.0019449,0.0377,52941.75526,1.318944168,1192.341941,3.264429029,2670.861035,35886.18698
8.89,1434830.62,2300665.258,2300665.258,1.027406689,13.20218263,0.000905729,8.65E-06,0.3148656,3.72963359,0.118689081,92.86049118,0.001943009,0.0377,52911.00583,1.31873543,1192.358457,3.264021974,2668.882555,35912.91316
8.9,1433994.345,2298749.68,2298749.68,1.026765256,13.21244513,0.000897105,8.63E-06,0.314708119,3.732780064,0.118745015,92.71510824,0.001941123,0.0377,52880.26234,1.318526486,1192.374997,3.263614438,2666.904407,35939.56463
8.91,1433160.679,2296834.781,2296834.781,1.026123909,13.22271794,0.000888472,8.64E-06,0.314550672,3.735927752,0.118800952,92.56996119,0.001939238,0.0377,52849.61631,1.318317957,1192.391431,3.263208916,2664.932444,35966.25127
8.92,1432327.145,2294927.049,2294927.049,1.02548471,13.23296761,0.000879859,8.62E-06,0.31439365,3.739071079,0.118856892,92.42523559,0.001937358,0.0377,52818.97611,1.318109222,1192.407888,3.262802908,2662.960801,35992.86328
8.93,1431496.212,2293019.981,2293019.981,1.024845592,13.24322763,0.000871237,8.62E-06,0.314236662,3.742215625,0.118912835,92.2807442,0.001935479,0.0377,52788.43307,1.317900902,1192.424239,3.262398909,2660.99532,36019.51051
8.94,1430665.406,2291120.045,2291120.045,1.024208614,13.25346453,0.000862635,8.60E-06,0.314080098,3.745355814,0.118968781,92.13667189,0.001933605,0.0377,52757.89573,1.317692376,1192.440615,3.261994422,2659.030148,36046.08318
8.95,1429837.191,2289220.757,2289220.757,1.023571713,13.2637118,0.000854024,8.61E-06,0.313923567,3.748497227,0.119024729,91.99283211,0.001931733,0.0377,52727.45526,1.317484265,1192.456885,3.261591938,2657.071117,36072.69114
8.96,1429009.098,2287328.567,2287328.567,1.022936943,13.27393597,0.000845432,8.59E-06,0.313767458,3.751634286,0.11908068,91.84940906,0.001929865,0.0377,52697.02036,1.317275947,1192.473181,3.261188961,2655.112384,36099.22461
8.97,1428183.587,2285437.009,2285437.009,1.022302245,13.28417054,0.000836831,8.60E-06,0.313611381,3.754772576,0.119136635,91.70621687,0.001927999,0.0377,52666.68203,1.317068045,1192.489372,3.260787984,2653.159769,36125.79342
8.98,1427358.193,2283552.515,2283552.515,1.021669671,13.29438202,0.00082825,8.58E-06,0.313455725,3.757906515,0.119192591,91.56343907,0.001926138,0.0377,52636.34915,1.316859937,1192.505589,3.26038651,2651.20744,36152.2878
8.99,1426535.372,2281668.637,2281668.637,1.021037163,13.30460393,0.000819661,8.59E-06,0.313300099,3.76104169,0.119248551,91.42089048,0.001924278,0.0377,52606.11256,1.316652243,1192.521702,3.25998703,2649.26121,36178.81759
9,1425712.663,2279791.791,2279791.791,1.020406772,13.31480277,0.00081109,8.57E-06,0.313144894,3.764172519,0.119304513,91.27875397,0.001922423,0.0377,52575.88127,1.316444343,1192.537842,3.259587051,2647.315253,36205.27303
9.01,1424892.517,2277915.544,2277915.544,1.019776442,13.32501206,0.000802511,8.58E-06,0.312989717,3.767304588,0.119360479,91.13684504,0.001920569,0.0377,52545.74598,1.316236858,1192.553879,3.259189059,2645.375374,36231.76392
9.02,1424072.478,2276046.295,2276046.295,1.019148219,13.33519831,0.000793951,8.56E-06,0.31283496,3.770432315,0.119416447,90.99534588,0.00191872,0.0377,52515.61586,1.316029167,1192.569942,3.258790565,2643.435757,36258.18054
9.03,1423254.994,2274177.631,2274177.631,1.018520054,13.34539503,0.000785382,8.57E-06,0.312680231,3.773561287,0.119472417,90.85407268,0.001916872,0.0377,52485.58144,1.315821891,1192.585903,3.258394054,2641.502196,36284.63266
9.04,1422437.613,2272315.932,2272315.932,1.017893989,13.35556872,0.000776833,8.55E-06,0.312525919,3.776685921,0.119528391,90.71320696,0.001915029,0.0377,52455.55207,1.315614407,1192.601892,3.257997037,2639.568887,36311.01058
9.05,1421622.776,2270454.801,2270454.801,1.017267976,13.36575291,0.000768275,8.56E-06,0.312371635,3.779811805,0.119584368,90.57256559,0.001913188,0.0377,52425.6181,1.315407339,1192.61778,3.257601997,2637.641613,36337.42406
9.06,1420808.038,2268600.604,2268600.604,1.016644055,13.37591408,0.000759736,8.54E-06,0.312217766,3.782933355,0.119640347,90.43232944,0.001911351,0.0377,52395.68905,1.315200064,1192.633696,3.257206449,2635.71458,36363.76342
