time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Gas Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Gas volume flow rate [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],Fuel Port Diameter [m],Oxidizer Mass Flux [kg/m^2/s],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
0,2412976.439,5000000,15000000,1.774869201,0,0.012,0,0.501514502,0,0.0700535,460.4863861,0.005243413,0.0377,88693.02845,1.46358104,1183.289197,3.538982525,4981.280621,0
0.01,2413175.083,5000000,14969265.64,1.774913462,0.017748913,0.011985085,1.49E-05,0.501430372,0.005014724,0.070107003,459.7952732,0.005238532,0.0377,88700.63159,1.463599275,1183.235705,3.539877487,4981.752765,49.81516693
0.02,2413046.341,5000000,14938536.05,1.77495765,0.035498269,0.01197017,1.49E-05,0.501346308,0.010028608,0.070160508,459.1056778,0.00523366,0.0377,88696.22769,1.463588617,1183.19326,3.540559237,4981.450714,99.63247465
0.03,2412917.643,5000000,14907807.53,1.775001804,0.053248066,0.011955254,1.49E-05,0.501262318,0.015041651,0.070214016,458.4176063,0.005228795,0.0377,88691.82403,1.463577958,1183.150839,3.5412406,4981.148757,149.4448268
0.04,2412789.037,5000000,14877081.78,1.775045926,0.070998305,0.011940338,1.49E-05,0.501178401,0.020053854,0.070267527,457.7310539,0.005223939,0.0377,88687.42243,1.463567304,1183.108442,3.541921606,4980.847009,199.2554505
0.05,2412660.524,5000000,14846357.44,1.775090015,0.088748985,0.011925421,1.49E-05,0.501094557,0.025065219,0.07032104,457.0460164,0.00521909,0.0377,88683.02288,1.463556654,1183.066067,3.542602257,4980.54547,249.0617676
0.06,2412532.104,5000000,14815635.86,1.775134071,0.106500105,0.011910504,1.49E-05,0.501010787,0.030075746,0.070374556,456.3624893,0.00521425,0.0377,88678.62541,1.463546008,1183.023715,3.543282552,4980.24414,298.8663606
0.07,2412403.777,5000000,14784915.7,1.775178094,0.124251666,0.011895587,1.49E-05,0.500927089,0.035085435,0.070428075,455.680468,0.005209417,0.0377,88674.23003,1.463535366,1182.981386,3.543962493,4979.94302,348.6666512
0.08,2412275.542,5000000,14754198.3,1.775222084,0.142003667,0.011880669,1.49E-05,0.500843465,0.040094288,0.070481596,454.9999482,0.005204592,0.0377,88669.83675,1.463524728,1182.939081,3.54464208,4979.64211,398.4652217
0.09,2412147.401,5000000,14723482.32,1.775266041,0.159756108,0.011865751,1.49E-05,0.500759913,0.045102305,0.07053512,454.3209255,0.005199775,0.0377,88665.44559,1.463514095,1182.896799,3.545321313,4979.34141,448.2594941
0.1,2412019.353,5000000,14692769.1,1.775309966,0.177508988,0.011850833,1.49E-05,0.500676434,0.050109486,0.070588647,453.6433954,0.005194966,0.0377,88661.05657,1.463503465,1182.854541,3.546000192,4979.040921,498.0520506
0.11,2411891.398,5000000,14662057.3,1.775353857,0.195262307,0.011835914,1.49E-05,0.500593027,0.055115833,0.070642177,452.9673537,0.005190165,0.0377,88656.6697,1.46349284,1182.812306,3.546678719,4978.740642,547.8403132
0.12,2411763.536,5000000,14631348.27,1.775397715,0.213016065,0.011820995,1.49E-05,0.500509693,0.060121347,0.070695709,452.2927959,0.005185371,0.0377,88652.285,1.46348222,1182.770096,3.547356893,4978.440575,597.6268642
0.13,2411635.768,5000000,14600640.65,1.77544154,0.230770261,0.011806075,1.49E-05,0.500426431,0.065126028,0.070749243,451.6197177,0.005180585,0.0377,88647.90248,1.463471604,1182.727909,3.548034714,4978.140719,647.4091254
0.14,2411508.093,5000000,14569935.81,1.775485332,0.248524895,0.011791156,1.49E-05,0.500343241,0.070129876,0.070802781,450.9481147,0.005175808,0.0377,88643.52215,1.463460992,1182.685746,3.548712183,4977.841075,697.1896792
0.15,2411380.511,5000000,14539232.38,1.775529091,0.266279967,0.011776235,1.49E-05,0.500260123,0.075132893,0.070856321,450.2779827,0.005171038,0.0377,88639.14404,1.463450384,1182.643608,3.549389302,4977.541643,746.9659476
0.16,2411253.023,5000000,14508531.73,1.775572817,0.284035477,0.011761315,1.49E-05,0.500177076,0.080135079,0.070909864,449.6093173,0.005166275,0.0377,88634.76816,1.463439781,1182.601494,3.550066069,4977.242423,796.7405128
0.17,2411125.629,5000000,14477832.49,1.775616509,0.301791424,0.011746394,1.49E-05,0.500094102,0.085136434,0.070963409,448.9421144,0.005161521,0.0377,88630.39453,1.463429183,1182.559404,3.550742485,4976.943416,846.5107968
0.18,2410998.329,5000000,14447136.03,1.775660169,0.319547807,0.011731472,1.49E-05,0.500011199,0.090136961,0.071016958,448.2763695,0.005156774,0.0377,88626.02316,1.463418589,1182.517339,3.551418551,4976.644622,896.2793818
0.19,2410871.123,5000000,14416440.99,1.775703795,0.337304627,0.011716551,1.49E-05,0.499928368,0.095136659,0.071070508,447.6120784,0.005152035,0.0377,88621.65407,1.463408,1182.475299,3.552094267,4976.346041,946.0436899
0.2,2410744.01,5000000,14385748.73,1.775747388,0.355061883,0.011701629,1.49E-05,0.499845607,0.100135528,0.071124062,446.949237,0.005147303,0.0377,88617.28727,1.463397415,1182.433284,3.552769633,4976.047673,995.8063034
0.21,2410616.992,5000000,14355057.89,1.775790947,0.372819575,0.011686706,1.49E-05,0.499762918,0.105133571,0.071177618,446.2878409,0.005142579,0.0377,88612.92279,1.463386835,1182.391293,3.553444651,4975.74952,1045.564644
0.22,2410490.068,5000000,14324369.83,1.775834473,0.390577702,0.011671783,1.49E-05,0.499680301,0.110130787,0.071231177,445.6278861,0.005137863,0.0377,88608.56063,1.46337626,1182.349328,3.55411932,4975.45158,1095.321294
0.23,2410363.238,5000000,14293683.19,1.775877966,0.408336264,0.01165686,1.49E-05,0.499597754,0.115127177,0.071284739,444.9693682,0.005133154,0.0377,88604.20082,1.46336569,1182.307388,3.55479364,4975.153855,1145.073676
0.24,2410236.502,5000000,14262999.33,1.775921426,0.426095261,0.011641937,1.49E-05,0.499515277,0.120122742,0.071338303,444.3122832,0.005128453,0.0377,88599.84337,1.463355124,1182.265473,3.555467612,4974.856345,1194.824372
0.25,2410109.861,5000000,14232316.9,1.775964852,0.443854692,0.011627013,1.49E-05,0.499432872,0.125117483,0.07139187,443.6566268,0.00512376,0.0377,88595.4883,1.463344563,1182.223584,3.556141237,4974.55905,1244.570804
0.26,2409983.315,5000000,14201637.24,1.776008245,0.461614558,0.011612089,1.49E-05,0.499350537,0.1301114,0.071445439,443.0023949,0.005119074,0.0377,88591.13563,1.463334007,1182.18172,3.556814515,4974.261971,1294.315554
0.27,2409856.863,5000000,14170959.02,1.776051604,0.479374857,0.011597164,1.49E-05,0.499268273,0.135104494,0.071499012,442.3495834,0.005114396,0.0377,88586.78537,1.463323456,1182.139882,3.557487446,4973.965107,1344.056044
0.28,2409730.505,5000000,14140283.57,1.77609493,0.49713559,0.011582239,1.49E-05,0.499186078,0.140096766,0.071552587,441.6981882,0.005109725,0.0377,88582.43754,1.46331291,1182.09807,3.55816003,4973.668459,1393.794857
0.29,2409604.243,5000000,14109609.56,1.776138222,0.514896756,0.011567314,1.49E-05,0.499103954,0.145088216,0.071606164,441.0482052,0.005105062,0.0377,88578.09215,1.463302369,1182.056285,3.558832269,4973.372028,1443.529414
0.3,2409478.075,5000000,14078938.33,1.77618148,0.532658354,0.011552388,1.49E-05,0.499021901,0.150078845,0.071659744,440.3996303,0.005100406,0.0377,88573.74924,1.463291833,1182.014525,3.559504161,4973.075814,1493.262298
0.31,2409352.002,5000000,14048268.53,1.776224705,0.550420385,0.011537462,1.49E-05,0.498939917,0.155068654,0.071713327,439.7524593,0.005095758,0.0377,88569.4088,1.463281302,1181.972791,3.560175709,4972.779816,1542.990931
0.32,2409226.025,5000000,14017601.51,1.776267897,0.568182848,0.011522535,1.49E-05,0.498858002,0.160057644,0.071766913,439.1066884,0.005091117,0.0377,88565.07087,1.463270776,1181.931084,3.560846911,4972.484036,1592.717895
0.33,2409100.142,5000000,13986935.93,1.776311055,0.585945743,0.011507609,1.49E-05,0.498776158,0.165045814,0.071820501,438.4623133,0.005086484,0.0377,88560.73545,1.463260256,1181.889403,3.56151777,4972.188474,1642.440613
0.34,2408974.355,5000000,13956273.13,1.776354179,0.603709069,0.011492681,1.49E-05,0.498694383,0.170033167,0.071874093,437.8193302,0.005081858,0.0377,88556.40257,1.46324974,1181.847749,3.562188284,4971.893129,1692.161665
0.35,2408848.663,5000000,13925611.77,1.776397269,0.621472826,0.011477754,1.49E-05,0.498612677,0.175019702,0.071927686,437.1777349,0.005077239,0.0377,88552.07224,1.46323923,1181.806122,3.562858454,4971.598003,1741.878476
0.36,2408723.067,5000000,13894953.2,1.776440326,0.639237014,0.011462826,1.49E-05,0.498531041,0.180005421,0.071981283,436.5375235,0.005072628,0.0377,88547.74448,1.463228725,1181.764522,3.563528281,4971.303096,1791.593626
0.37,2408597.566,5000000,13864296.06,1.776483349,0.657001633,0.011447898,1.49E-05,0.498449474,0.184990323,0.072034882,435.8986921,0.005068024,0.0377,88543.41931,1.463218226,1181.722949,3.564197764,4971.008408,1841.304538
0.38,2408472.161,5000000,13833641.71,1.776526339,0.674766681,0.011432969,1.49E-05,0.498367976,0.18997441,0.072088483,435.2612365,0.005063428,0.0377,88539.09675,1.463207732,1181.681403,3.564866906,4970.713938,1891.013795
0.39,2408346.851,5000000,13802988.8,1.776569294,0.692532159,0.01141804,1.49E-05,0.498286547,0.194957683,0.072142088,434.6251529,0.005058839,0.0377,88534.77681,1.463197243,1181.639884,3.565535704,4970.419689,1940.718818
0.4,2408221.637,5000000,13772338.68,1.776612216,0.710298067,0.011403111,1.49E-05,0.498205187,0.199940142,0.072195695,433.9904374,0.005054257,0.0377,88530.45951,1.46318676,1181.598393,3.566204162,4970.12566,1990.42219
0.41,2408096.519,5000000,13741690,1.776655103,0.728064404,0.011388181,1.49E-05,0.498123896,0.204921787,0.072249305,433.357086,0.005049683,0.0377,88526.14488,1.463176282,1181.556929,3.566872277,4969.83185,2040.121332
0.42,2407971.498,5000000,13711044.11,1.776697957,0.745831169,0.011373251,1.49E-05,0.498042673,0.20990262,0.072302917,432.7250948,0.005045116,0.0377,88521.83293,1.46316581,1181.515493,3.567540051,4969.538262,2089.818827
0.43,2407846.572,5000000,13680399.66,1.776740777,0.763598363,0.011358321,1.49E-05,0.497961518,0.214882641,0.072356532,432.0944598,0.005040556,0.0377,88517.52367,1.463155343,1181.474084,3.568207485,4969.244895,2139.512098
0.44,2407721.742,5000000,13649758.01,1.776783563,0.781365984,0.01134339,1.49E-05,0.497880432,0.21986185,0.07241015,431.4651773,0.005036003,0.0377,88513.21713,1.463144882,1181.432704,3.568874578,4968.951748,2189.203726
0.45,2407597.009,5000000,13619117.8,1.776826315,0.799134034,0.011328459,1.49E-05,0.497799414,0.22484025,0.072463771,430.8372434,0.005031458,0.0377,88508.91333,1.463134427,1181.391351,3.569541332,4968.658824,2238.891134
0.46,2407472.371,5000000,13588480.38,1.776869033,0.816902511,0.011313527,1.49E-05,0.497718464,0.229817839,0.072517394,430.2106541,0.00502692,0.0377,88504.61227,1.463123977,1181.350027,3.570207745,4968.366121,2288.576903
0.47,2407347.831,5000000,13557844.41,1.776911717,0.834671414,0.011298595,1.49E-05,0.497637582,0.234794619,0.07257102,429.5854057,0.005022389,0.0377,88500.31399,1.463113533,1181.308731,3.57087382,4968.073641,2338.258457
0.48,2407223.387,5000000,13527211.23,1.776954367,0.852440745,0.011283663,1.49E-05,0.497556768,0.239770591,0.072624648,428.9614943,0.005017865,0.0377,88496.0185,1.463103095,1181.267464,3.571539555,4967.781383,2387.938377
0.49,2407099.039,5000000,13496579.5,1.776996982,0.870210502,0.011268731,1.49E-05,0.497476022,0.244745755,0.072678279,428.3389161,0.005013349,0.0377,88491.72582,1.463092663,1181.226225,3.572204952,4967.489348,2437.614085
0.5,2406974.789,5000000,13465950.57,1.777039564,0.887980684,0.011253798,1.49E-05,0.497395343,0.249720111,0.072731913,427.7176673,0.005008839,0.0377,88487.43597,1.463082237,1181.185015,3.57287001,4967.197537,2487.288164
0.51,2406850.635,5000000,13435323.09,1.777082111,0.905751293,0.011238864,1.49E-05,0.497314732,0.254693662,0.07278555,427.0977441,0.005004337,0.0377,88483.14896,1.463071817,1181.143833,3.573534731,4966.905949,2536.958037
0.52,2406726.578,5000000,13404698.41,1.777124625,0.923522326,0.011223931,1.49E-05,0.497234188,0.259666406,0.072839189,426.4791428,0.004999842,0.0377,88478.86482,1.463061402,1181.102681,3.574199115,4966.614585,2586.626284
0.53,2406602.618,5000000,13374075.17,1.777167104,0.941293785,0.011208997,1.49E-05,0.497153712,0.264638346,0.072892831,425.8618595,0.004995354,0.0377,88474.58356,1.463050994,1181.061557,3.574863161,4966.323446,2636.290329
0.54,2406478.755,5000000,13343454.74,1.777209548,0.959065668,0.011194062,1.49E-05,0.497073302,0.269609481,0.072946476,425.2458906,0.004990873,0.0377,88470.3052,1.463040592,1181.020463,3.57552687,4966.032531,2685.952754
0.55,2406354.989,5000000,13312835.76,1.777251959,0.976837976,0.011179128,1.49E-05,0.49699296,0.274579812,0.073000123,424.6312322,0.004986399,0.0377,88466.02977,1.463030196,1180.979398,3.576190244,4965.741841,2735.61098
0.56,2406231.32,5000000,13282219.58,1.777294335,0.994610708,0.011164193,1.49E-05,0.496912684,0.27954934,0.073053773,424.0178807,0.004981932,0.0377,88461.75728,1.463019806,1180.938362,3.576853281,4965.451376,2785.267591
0.57,2406107.749,5000000,13251604.85,1.777336677,1.012383863,0.011149257,1.49E-05,0.496832475,0.284518066,0.073107426,423.4058324,0.004977473,0.0377,88457.48774,1.463009422,1180.897356,3.577515982,4965.161137,2834.920009
0.58,2405984.275,5000000,13220992.93,1.777378984,1.030157441,0.011134321,1.49E-05,0.496752333,0.28948599,0.073161081,422.7950836,0.00497302,0.0377,88453.22119,1.462999045,1180.85638,3.578178348,4964.871124,2884.570815
0.59,2405860.899,5000000,13190382.47,1.777421258,1.047931442,0.011119385,1.49E-05,0.496672257,0.294453113,0.073214739,422.1856305,0.004968574,0.0377,88448.95763,1.462988674,1180.815434,3.57884038,4964.581337,2934.217432
0.6,2405737.621,5000000,13159774.8,1.777463496,1.065705866,0.011104449,1.49E-05,0.496592248,0.299419435,0.0732684,421.5774696,0.004964136,0.0377,88444.69709,1.462978309,1180.774517,3.579502077,4964.291776,2983.862442
0.61,2405614.44,5000000,13129168.6,1.777505701,1.083480712,0.011089512,1.49E-05,0.496512305,0.304384958,0.073322063,420.9705971,0.004959704,0.0377,88440.43958,1.462967951,1180.73363,3.580163439,4964.002443,3033.503268
0.62,2405491.357,5000000,13098565.2,1.77754787,1.10125598,0.011074575,1.49E-05,0.496432429,0.309349682,0.07337573,420.3650095,0.004955279,0.0377,88436.18513,1.462957599,1180.692774,3.580824468,4963.713337,3083.142492
0.63,2405368.371,5000000,13067963.26,1.777590006,1.119031669,0.011059637,1.49E-05,0.496352618,0.314313607,0.073429398,419.760703,0.004950861,0.0377,88431.93376,1.462947254,1180.651948,3.581485163,4963.424458,3132.777536
0.64,2405245.484,5000000,13037364.13,1.777632106,1.13680778,0.011044699,1.49E-05,0.496272873,0.319276734,0.07348307,419.1576741,0.00494645,0.0377,88427.68548,1.462936915,1180.611152,3.582145525,4963.135808,3182.410982
0.65,2405122.695,5000000,13006766.46,1.777674173,1.154584311,0.011029761,1.49E-05,0.496193195,0.324239064,0.073536744,418.5559192,0.004942046,0.0377,88423.44031,1.462926582,1180.570387,3.582805554,4962.847386,3232.040253
0.66,2405000.004,5000000,12976171.6,1.777716204,1.172361263,0.011014822,1.49E-05,0.496113582,0.329200598,0.073590421,417.9554347,0.004937649,0.0377,88419.19827,1.462916257,1180.529653,3.583465251,4962.559192,3281.66793
0.67,2404877.411,5000000,12945578.19,1.777758201,1.190138635,0.010999883,1.49E-05,0.496034034,0.334161336,0.0736441,417.356217,0.004933259,0.0377,88414.95939,1.462905938,1180.488949,3.584124616,4962.271227,3331.291437
0.68,2404754.917,5000000,12914987.61,1.777800164,1.207916427,0.010984944,1.49E-05,0.495954552,0.339121279,0.073697783,416.7582624,0.004928876,0.0377,88410.72367,1.462895625,1180.448276,3.584783649,4961.983491,3380.913356
0.69,2404632.521,5000000,12884398.48,1.777842091,1.225694638,0.010970005,1.49E-05,0.495875136,0.344080428,0.073751467,416.1615676,0.004924499,0.0377,88406.49114,1.46288532,1180.407634,3.58544235,4961.695985,3430.531108
0.7,2404510.223,5000000,12853812.17,1.777883984,1.243473269,0.010955064,1.49E-05,0.495795784,0.349038782,0.073805155,415.5661289,0.00492013,0.0377,88402.26183,1.462875021,1180.367023,3.586100721,4961.408709,3480.147276
0.71,2404388.025,5000000,12823227.32,1.777925843,1.261252318,0.010940124,1.49E-05,0.495716498,0.353996343,0.073858845,414.9719428,0.004915767,0.0377,88398.03574,1.462864729,1180.326444,3.586758761,4961.121664,3529.759283
0.72,2404265.924,5000000,12792645.29,1.777967666,1.279031786,0.010925183,1.49E-05,0.495637277,0.358953112,0.073912538,414.3790059,0.004911411,0.0377,88393.8129,1.462854444,1180.285896,3.58741647,4960.834848,3579.36971
0.73,2404143.923,5000000,12762064.72,1.778009455,1.296811671,0.010910242,1.49E-05,0.495558121,0.363909089,0.073966234,413.7873144,0.004907061,0.0377,88389.59333,1.462844166,1180.245379,3.58807385,4960.548264,3628.975981
0.74,2404022.02,5000000,12731486.97,1.778051209,1.314591975,0.010895301,1.49E-05,0.495479029,0.368864275,0.074019932,413.1968651,0.004902719,0.0377,88385.37704,1.462833895,1180.204894,3.5887309,4960.26191,3678.580676
0.75,2403900.217,5000000,12700910.69,1.778092928,1.332372695,0.010880359,1.49E-05,0.495400003,0.37381867,0.074073633,412.6076544,0.004898383,0.0377,88381.16406,1.462823631,1180.164441,3.589387621,4959.975789,3728.18122
0.76,2403778.512,5000000,12670337.22,1.778134613,1.350153833,0.010865417,1.49E-05,0.495321041,0.378772275,0.074127337,412.0196789,0.004894054,0.0377,88376.95441,1.462813374,1180.124019,3.590044012,4959.689899,3777.780193
0.77,2403656.906,5000000,12639765.23,1.778176262,1.367935387,0.010850474,1.49E-05,0.495242143,0.383725091,0.074181043,411.432935,0.004889732,0.0377,88372.7481,1.462803124,1180.08363,3.590700076,4959.404241,3827.375018
0.78,2403535.4,5000000,12609196.05,1.778217877,1.385717358,0.010835532,1.49E-05,0.49516331,0.388677118,0.074234752,410.8474194,0.004885417,0.0377,88368.54516,1.462792882,1180.043272,3.591355811,4959.118816,3876.968278
0.79,2403413.993,5000000,12578628.34,1.778259456,1.403499745,0.010820588,1.49E-05,0.495084541,0.393628357,0.074288464,410.2631287,0.004881108,0.0377,88364.3456,1.462782646,1180.002947,3.592011218,4958.833623,3926.557395
0.8,2403292.685,5000000,12548063.46,1.778301001,1.421282547,0.010805645,1.49E-05,0.495005836,0.398578809,0.074342178,409.6800593,0.004876806,0.0377,88360.14944,1.462772418,1179.962654,3.592666297,4958.548664,3976.144952
0.81,2403171.476,5000000,12517500.05,1.77834251,1.439065765,0.010790701,1.49E-05,0.494927195,0.403528474,0.074395896,409.0982079,0.00487251,0.0377,88355.9567,1.462762198,1179.922393,3.59332105,4958.263938,4025.728369
0.82,2403050.368,5000000,12486939.46,1.778383985,1.456849397,0.010775757,1.49E-05,0.494848618,0.408477353,0.074449615,408.5175711,0.004868221,0.0377,88351.76741,1.462751984,1179.882165,3.593975475,4957.979446,4075.310231
0.83,2402929.358,5000000,12456380.35,1.778425425,1.474633444,0.010760812,1.49E-05,0.494770105,0.413425447,0.074503338,407.9381455,0.004863939,0.0377,88347.58158,1.462741778,1179.84197,3.594629574,4957.695187,4124.887959
0.84,2402808.449,5000000,12425824.06,1.778466829,1.492417906,0.010745867,1.49E-05,0.494691656,0.418372756,0.074557063,407.3599278,0.004859664,0.0377,88343.39922,1.462731579,1179.801807,3.595283347,4957.411164,4174.464136
0.85,2402687.639,5000000,12395269.24,1.778508199,1.510202781,0.010730922,1.49E-05,0.49461327,0.42331928,0.074610791,406.7829146,0.004855395,0.0377,88339.22037,1.462721388,1179.761678,3.595936794,4957.127374,4224.036183
0.86,2402566.929,5000000,12364717.26,1.778549533,1.527988069,0.010715976,1.49E-05,0.494534948,0.428265021,0.074664521,406.2071025,0.004851132,0.0377,88335.04504,1.462711205,1179.721581,3.596589915,4956.84382,4273.606684
0.87,2402446.319,5000000,12334166.75,1.778590832,1.545773771,0.01070103,1.49E-05,0.494456689,0.433209979,0.074718255,405.6324882,0.004846876,0.0377,88330.87325,1.462701029,1179.681517,3.597242712,4956.560502,4323.17306
0.88,2402325.808,5000000,12303619.06,1.778632096,1.563559886,0.010686084,1.49E-05,0.494378493,0.438154155,0.074771991,405.0590683,0.004842627,0.0377,88326.70502,1.462690861,1179.641486,3.597895183,4956.277418,4372.737895
0.89,2402205.398,5000000,12273072.86,1.778673325,1.581346413,0.010671137,1.49E-05,0.494300361,0.44309755,0.074825729,404.4868397,0.004838384,0.0377,88322.54036,1.4626807,1179.601489,3.59854733,4955.994571,4422.298609
0.9,2402085.088,5000000,12242529.49,1.778714519,1.599133352,0.01065619,1.49E-05,0.494222291,0.448040163,0.07487947,403.9157989,0.004834148,0.0377,88318.3793,1.462670547,1179.561525,3.599199153,4955.71196,4471.857787
0.91,2401964.878,5000000,12211987.59,1.778755678,1.616920703,0.010641243,1.49E-05,0.494144284,0.452981996,0.074933214,403.3459426,0.004829919,0.0377,88314.22186,1.462660402,1179.521595,3.599850652,4955.429585,4521.412849
0.92,2401844.769,5000000,12181448.53,1.778796801,1.634708466,0.010626295,1.49E-05,0.494066341,0.457923049,0.074986961,402.7772677,0.004825696,0.0377,88310.06805,1.462650265,1179.481698,3.600501828,4955.147448,4570.96638
0.93,2401724.759,5000000,12150910.95,1.778837889,1.652496639,0.010611347,1.49E-05,0.49398846,0.462863323,0.07504071,402.2097708,0.004821479,0.0377,88305.91787,1.462640135,1179.441835,3.601152681,4954.865546,4620.515799
0.94,2401604.85,5000000,12120376.2,1.778878942,1.670285223,0.010596399,1.49E-05,0.493910641,0.467802818,0.075094462,401.6434487,0.004817269,0.0377,88301.77133,1.462630013,1179.402005,3.601803211,4954.58388,4670.063691
0.95,2401485.04,5000000,12089842.93,1.77891996,1.688074218,0.01058145,1.49E-05,0.493832886,0.472741536,0.075148217,401.0782981,0.004813065,0.0377,88297.62841,1.4626199,1179.362209,3.602453418,4954.30245,4719.607478
0.96,2401365.329,5000000,12059312.5,1.778960942,1.705863623,0.010566501,1.49E-05,0.493755192,0.477679476,0.075201975,400.514316,0.004808868,0.0377,88293.48913,1.462609794,1179.322446,3.603103304,4954.021254,4769.149741
0.97,2401245.717,5000000,12028783.56,1.77900189,1.723653437,0.010551552,1.50E-05,0.493677561,0.48261664,0.075255735,399.951499,0.004804677,0.0377,88289.35347,1.462599695,1179.282716,3.603752868,4953.740293,4818.687903
0.98,2401126.204,5000000,11998257.45,1.779042803,1.74144366,0.010536602,1.50E-05,0.493599992,0.487553027,0.075309497,399.389844,0.004800493,0.0377,88285.22143,1.462589605,1179.24302,3.604402111,4953.459565,4868.224548
0.99,2401006.79,5000000,11967732.83,1.779083682,1.759234293,0.010521652,1.50E-05,0.493522486,0.49248864,0.075363263,398.8293478,0.004796315,0.0377,88281.09301,1.462579522,1179.203356,3.605051034,4953.179071,4917.757096
1,2400887.475,5000000,11937211.04,1.779124525,1.777025334,0.010506701,1.50E-05,0.493445041,0.497423477,0.075417031,398.2700072,0.004792143,0.0377,88276.96821,1.462569447,1179.163726,3.605699636,4952.89881,4967.28813
1.01,2400768.258,5000000,11906690.74,1.779165334,1.794816783,0.010491751,1.50E-05,0.493367659,0.502357541,0.075470802,397.7118191,0.004787978,0.0377,88272.84702,1.46255938,1179.124128,3.606347918,4952.618782,5016.815073
1.02,2400649.138,5000000,11876173.29,1.779206109,1.81260864,0.010476799,1.50E-05,0.493290338,0.507290831,0.075524575,397.1547803,0.004783819,0.0377,88268.72945,1.462549321,1179.084563,3.606995881,4952.338985,5066.340506
1.03,2400530.117,5000000,11845657.32,1.779246849,1.830400905,0.010461848,1.50E-05,0.49321308,0.512223348,0.075578352,396.5988877,0.004779666,0.0377,88264.61549,1.462539269,1179.04503,3.607643525,4952.05942,5115.861853
1.04,2400411.193,5000000,11815144.19,1.779287554,1.848193577,0.010446896,1.50E-05,0.493135883,0.517155092,0.075632131,396.0441382,0.00477552,0.0377,88260.50514,1.462529226,1179.00553,3.60829085,4951.780087,5165.381695
1.05,2400292.367,5000000,11784632.56,1.779328225,1.865986656,0.010431944,1.50E-05,0.493058747,0.522086066,0.075685912,395.4905286,0.00477138,0.0377,88256.3984,1.46251919,1178.966063,3.608937857,4951.500983,5214.897456
1.06,2400173.638,5000000,11754123.76,1.779368862,1.883780142,0.010416991,1.50E-05,0.492981674,0.527016268,0.075739697,394.9380559,0.004767247,0.0377,88252.29526,1.462509161,1178.926628,3.609584546,4951.22211,5264.411716
1.07,2400055.006,5000000,11723616.46,1.779409465,1.901574033,0.010402039,1.50E-05,0.492904661,0.531945699,0.075793483,394.3867169,0.004763119,0.0377,88248.19572,1.462499141,1178.887225,3.610230918,4950.943467,5313.921898
1.08,2399936.471,5000000,11693112.01,1.779450034,1.919368331,0.010387085,1.50E-05,0.492827711,0.536874361,0.075847273,393.8365086,0.004758998,0.0377,88244.09978,1.462489128,1178.847854,3.610876972,4950.665053,5363.430586
1.09,2399818.032,5000000,11662609.04,1.779490569,1.937163034,0.010372132,1.50E-05,0.492750821,0.541802254,0.075901066,393.2874279,0.004754884,0.0377,88240.00743,1.462479123,1178.808516,3.61152271,4950.386868,5412.9352
1.1,2399699.69,5000000,11632108.93,1.779531069,1.954958142,0.010357178,1.50E-05,0.492673993,0.546729378,0.075954861,392.7394718,0.004750775,0.0377,88235.91868,1.462469126,1178.769209,3.612168132,4950.108912,5462.438324
1.11,2399581.444,5000000,11601610.31,1.779571536,1.972753655,0.010342224,1.50E-05,0.492597225,0.551655734,0.076008658,392.1926371,0.004746673,0.0377,88231.83352,1.462459136,1178.729934,3.612813238,4949.831183,5511.937379
1.12,2399463.294,5000000,11571114.54,1.779611969,1.990549573,0.010327269,1.50E-05,0.492520519,0.556581322,0.076062459,391.6469209,0.004742577,0.0377,88227.75194,1.462449155,1178.690692,3.613458029,4949.553682,5561.434949
1.13,2399345.24,5000000,11540620.26,1.779652369,2.008345894,0.010312314,1.50E-05,0.492443874,0.561506144,0.076116262,391.1023201,0.004738487,0.0377,88223.67395,1.46243918,1178.651481,3.614102504,4949.276407,5610.928454
1.14,2399227.281,5000000,11510128.83,1.779692734,2.02614262,0.010297359,1.50E-05,0.49236729,0.5664302,0.076170068,390.5588317,0.004734403,0.0377,88219.59953,1.462429214,1178.612301,3.614746665,4948.99936,5660.420477
1.15,2399109.418,5000000,11479638.9,1.779733067,2.043939749,0.010282404,1.50E-05,0.492290766,0.57135349,0.076223876,390.0164527,0.004730326,0.0377,88215.5287,1.462419255,1178.573153,3.615390512,4948.722538,5709.908442
1.16,2398991.649,5000000,11449151.83,1.779773365,2.061737281,0.010267448,1.50E-05,0.492214303,0.576276016,0.076277687,389.4751801,0.004726255,0.0377,88211.46143,1.462409305,1178.534037,3.616034045,4948.445942,5759.394929
1.17,2398873.976,5000000,11418666.25,1.77981363,2.079535216,0.010252491,1.50E-05,0.492137901,0.581197777,0.076331501,388.9350108,0.00472219,0.0377,88207.39774,1.462399361,1178.494951,3.616677265,4948.169571,5808.877361
